update,current_loss,current_loss_ratio_to_plateau,selected_loss,selected_loss_ratio_to_plateau,selected_radius_l2,relative_improvement,gradient_norm,gradient_nonzero_fraction,analytic_directional_derivative,negative_gradient_cosine,curvature_pair_accepted,curvature_s_dot_y,curvature_cosine,history_size_used,initial_inverse_hessian_scale,restart_reason
100,2.1874089384255058e-07,0.012167518342986915,2.1691633378395636e-07,0.012066026721594868,0.01,0.00834119321057329,5.924521137039427e-06,1.0,-3.655670322779547e-07,0.061704064165666775,True,6.734003669356926e-09,0.19635383297800485,10,51.53030549578779,none
101,2.1691633378395636e-07,0.012066026721594868,2.1496330759873672e-07,0.011957389138948346,0.01,0.009003592081566392,3.891404721373219e-06,1.0,-3.3706796359012977e-07,0.0866185831441174,True,3.6799954157456178e-09,0.045053277083713386,10,55.157897690689154,none
102,2.1496330759873672e-07,0.011957389138948346,2.1069671163331805e-07,0.011720058643678847,0.01,0.019848019706614095,3.114059290370384e-06,1.0,-6.684505999974475e-07,0.21465570744692902,True,2.851619770481213e-09,0.07404518126361426,10,192.26381839526914,none
103,2.1069672584417276e-07,0.011720059434161286,2.0850517046255845e-07,0.011598153603765175,0.01,0.010401468617196926,3.6457715422441884e-06,1.0,-7.304842256105547e-07,0.20036478339637545,True,4.8196718416226745e-09,0.12728122597812833,10,336.14006472216255,none
104,2.0850518467341317e-07,0.011598154394247615,2.0614368168025976e-07,0.011466795184355682,0.01,0.011325871809146083,6.33303812629222e-06,1.0,-8.34775579367716e-07,0.1318128144237335,True,1.0215138165038302e-08,0.13506230219861948,10,178.57456087651232,none
105,2.0614368168025976e-07,0.011466795184355682,2.040599440533697e-07,0.011350886744229224,0.003,0.010108180905209901,5.1770741436579725e-06,1.0,-1.3220030083018742e-06,0.2553571711774721,True,1.1992852594905765e-08,0.12033801873162124,10,120.74903132081741,none
106,2.040599582642244e-07,0.011350887534711664,2.0073791517916106e-07,0.011166098035758644,0.01,0.01627974009855396,2.224298103051372e-06,1.0,-5.098311908724132e-07,0.22920992034052962,True,3.765302344332121e-09,0.23486693932196076,10,131.85615867382108,none
107,2.0073791517916106e-07,0.011166098035758644,1.9847165333430894e-07,0.011040036639177271,0.01,0.011289655184619496,3.132072060190826e-06,1.0,-6.32339429938286e-07,0.20189172471854458,True,3.5439843900741314e-09,0.13244196286235121,10,494.94791717542745,none
108,1.9847163912345422e-07,0.011040035848694832,1.955946657972163e-07,0.010880003469269331,0.01,0.014495639472440607,5.85859810626908e-06,1.0,-7.428783883958874e-07,0.1268013908136602,True,8.094558605204292e-09,0.11644672197292004,10,167.51941356195695,none
109,1.95594680008071e-07,0.01088000425975177,1.937267626317407e-07,0.010776100876436339,0.003,0.00954993958042836,5.24187689292322e-06,1.0,-1.6902080817914696e-06,0.3224432999113723,True,9.140517445816413e-09,0.10082522393203865,10,111.2158579893951,none
110,1.9372677684259543e-07,0.010776101666918779,1.917452436828171e-07,0.010665878376498312,0.01,0.01022849392362703,4.904586383107171e-06,1.0,-4.333360800237878e-07,0.08835323637986328,True,6.3859732988289735e-09,0.23861543894244827,10,80.2455838435397,none
111,1.917452436828171e-07,0.010665878376498312,1.8867119422338874e-07,0.01049488358659969,0.01,0.016031946349153836,3.853791713381215e-06,1.0,-4.924618209263306e-07,0.12778630959811899,True,4.707998261839686e-09,0.06495659641898392,10,89.62105152118615,none
112,1.8867118001253402e-07,0.01049488279611725,1.8695338610541512e-07,0.010399330069294324,0.01,0.009104696896498895,3.4543810372873996e-06,1.0,-3.179836654065109e-07,0.09205228433398797,True,3.6906546409520897e-09,0.06859121268814011,10,127.47898114959466,none
113,1.8695338610541512e-07,0.010399330069294324,1.8474875673746283e-07,0.01027669699505373,0.01,0.011792401378112487,5.007215904297337e-06,1.0,-3.2906364488466185e-07,0.06571788618886114,True,2.9546745670728915e-09,0.05207993425778151,10,91.79754493843622,none
114,1.8474877094831754e-07,0.01027669778553617,1.8174210936194868e-07,0.010109451463366387,0.01,0.016274325241438067,3.509995710693771e-06,1.0,-4.8195606892223e-07,0.13730958910498434,True,2.1765066396887947e-09,0.0524894073443586,10,126.58593398969396,none
115,1.8174209515109396e-07,0.010109450672883947,1.7867640167423815e-07,0.009938920686659844,0.01,0.01686837314331115,3.2196066122106896e-06,1.0,-4.772537210075152e-07,0.14823355099347998,True,3.633141796778944e-09,0.11217596799704484,10,346.3530422318166,none
