arm,step,init_id,latent_rms,latent_l2,to_reference_cosine,to_reference_l2,to_reference_rmse,to_own_start_cosine,to_own_start_l2,to_own_start_rmse,to_same_arm_blank_cosine,to_same_arm_blank_l2,to_same_arm_blank_rmse
mcq,3,noise-seed-05,0.578542064320448,148.10676846603468,0.9808649947234737,28.834837188111862,0.11263608276606644,0.9858265413410101,24.84755559043223,0.09706076402512899,0.967059455213929,37.91190175938924,0.1480933662476139
mcq,3,noise-seed-06,0.5778320562539089,147.92500640100067,0.9815630782084371,28.27416818292233,0.11044596946454473,0.9864826589072341,24.2398589921201,0.09468694918797217,0.9676813049961336,37.52567292203387,0.14658465985169447
mcq,3,noise-seed-07,0.5784235096886567,148.07641848029613,0.9804184586433784,29.16004544776274,0.11390642753032758,0.9850997816462209,25.466743274830318,0.09947946591730907,0.9670659853406124,37.90356937529731,0.14806081787225459
mcq,4,noise-seed-00,0.5804625401185443,148.59841027034733,0.9759318288701063,32.40629715528556,0.1265870982628381,0.9807282879977735,29.03300702587804,0.11341018369483914,0.9571268589936258,43.43873167925508,0.16968254562208895
mcq,4,noise-seed-01,0.5815293033770154,148.87150166451593,0.9759132036988981,32.47775815932202,0.1268662428098556,0.9806989992788546,29.107894320123464,0.11370271218798547,0.9565883044003467,43.7549759680022,0.17091787487500745
mcq,4,noise-seed-02,0.5800451882553171,148.4915681933612,0.9769597191095907,31.691962097526513,0.1237967269434674,0.9818388807017376,28.171413560695516,0.11004458422147018,0.9579847883694531,42.98533100171064,0.16791144922543108
mcq,4,noise-seed-03,0.5809744940352576,148.72947047302594,0.9763018943488698,32.18700097168953,0.12573047254566627,0.9810130918343878,28.844830840800054,0.11267512047187836,0.9572092185645885,43.417925516785125,0.1696012715499408
mcq,4,noise-seed-04,0.5818946364999011,148.9650269439747,0.9752524439852003,32.935372847227974,0.12865380018448774,0.980059859998289,29.599721195295682,0.11562391091912712,0.9570859772811733,43.51902054100734,0.16999617398830869
mcq,4,noise-seed-05,0.5805304738756859,148.6158013121756,0.9771113881983685,31.61478867908657,0.12349526827768616,0.9820706681895646,28.016050537853992,0.10943769741349532,0.9578565598139513,43.070274904452184,0.1682432613455151
mcq,4,noise-seed-06,0.5808485586642698,148.69723101805306,0.9764353547300032,32.090371374225064,0.1253530131805708,0.9813480010131869,28.585530566544705,0.1116622287755685,0.957175002053681,43.430090828665406,0.16964879229947277
mcq,4,noise-seed-07,0.581413410485352,148.8418330842501,0.9753356130055473,32.853452627686465,0.1283337993269037,0.9799602600671036,29.64826539277447,0.11581353669052828,0.9566673665380426,43.71023727481371,0.17074311435473966
mcq,5,noise-seed-00,0.5837208028320756,149.43252552501136,0.970372369367946,36.10564405382182,0.14103767208524276,0.9751244848799419,33.12330167220754,0.1293878971570628,0.946241862342477,48.92308850074986,0.19110581445605268
mcq,5,noise-seed-01,0.5845150741585045,149.63585898457714,0.9708551958793485,35.86280122047608,0.14008906726748607,0.9755638821841289,32.877407806943495,0.12842737424587525,0.9459799329071891,49.07785135256225,0.19171035684594467
mcq,5,noise-seed-02,0.5830585429079107,149.26298698442514,0.9717956746386113,35.2002334158299,0.13750091178058732,0.9766226069623031,32.08587058534096,0.125335431973991,0.9473618885907622,48.381980578033335,0.18899211163294116
mcq,5,noise-seed-03,0.5840098559025646,149.50652311105654,0.9709746241658909,35.759379774800394,0.1396850772453155,0.9756292468461965,32.80562159848957,0.12814695936910203,0.9463072236895013,48.90621595295097,0.19103990606621318
mcq,5,noise-seed-04,0.5852593025952912,149.82638146439456,0.9695269014802738,36.70522506322936,0.14337978540324087,0.9742744529521891,33.76560996050442,0.13189691390822214,0.9459986719207322,49.103557184991324,0.19181077025387097
mcq,5,noise-seed-05,0.5829291529213017,149.22986314785322,0.9726709840510067,34.64940633905291,0.13534924351192762,0.9776067759084424,31.404079380603065,0.12267218508048353,0.9478082840364489,48.17085810375563,0.18816741446779384
mcq,5,noise-seed-06,0.5839926994710488,149.5021310645885,0.9711604568734094,35.64533199730375,0.13923957811446927,0.9760673973628806,32.51198349087022,0.12699993551121433,0.9464279714609746,48.8504337060219,0.19082200666414637
mcq,5,noise-seed-07,0.5844485906251374,149.61883920003518,0.970303294581826,36.19155282253434,0.14137325321302613,0.9748846232735249,33.321688010355416,0.13016284379045287,0.9462615616504888,48.94676144301534,0.19119828688677684
mcq,6,noise-seed-00,0.5871388581577586,150.3075476883862,0.9646317474525412,39.62188144351101,0.15477297438871487,0.9693376214443827,36.935916802252834,0.14428092500880013,0.9352680898639173,54.00243579076689,0.21094701480768158
mcq,6,noise-seed-01,0.5875961533888483,150.42461526754516,0.9656674587667007,39.07753819863346,0.1526466335884123,0.970312500330795,36.38092843857083,0.14211300171316735,0.9353627392408844,53.98506431127006,0.2108791574658972
mcq,6,noise-seed-02,0.586109988624661,150.04415708791322,0.966711857564305,38.39178301183055,0.14996790238996335,0.9715043146005199,35.56387878934988,0.13892140152089857,0.936929319723111,53.25672734326025,0.2080340911846089
mcq,6,noise-seed-03,0.5871901526845082,150.3206790872341,0.9655400229015454,39.12172135104395,0.15281922402751558,0.9701428874599894,36.45801952540394,0.1424141387711092,0.9354058135100769,53.94742978282084,0.2107321475891422
mcq,6,noise-seed-04,0.588137260614084,150.5631387172055,0.9648077601258618,39.59154807348073,0.15465448466203444,0.9694918924085998,36.90656425767741,0.14416626663155246,0.9360108418307953,53.74013949046725,0.20992241988463584
mcq,6,noise-seed-05,0.5849670667131174,149.75156907855805,0.9692805047762599,36.83264129128257,0.14387750504407357,0.9742085822555918,33.79148124207372,0.1319979736018522,0.9389506026261423,52.34504695856912,0.20447283968190863
mcq,6,noise-seed-06,0.5873324647621452,150.35711097910917,0.9656047211647797,39.09503513738091,0.15271498100539443,0.9705043816002694,36.24863027135357,0.14159621199747519,0.9355237402486031,53.90502487573343,0.2105665034208318
mcq,6,noise-seed-07,0.5874667353238507,150.3914842429058,0.9653643488400024,39.23797722115214,0.15327334852012583,0.9699208976150008,36.60834373628501,0.14300134271986334,0.9359676720252857,53.72561995721051,0.2098657029578518
mcq,7,noise-seed-00,0.5906014736200373,151.19397724672956,0.9588936420583021,42.9043180026036,0.16759499219766957,0.9635549614968141,40.44643180291896,0.15799387423015146,0.9252527033043144,58.34674335539784,0.22791696623202093
mcq,7,noise-seed-01,0.5907038755000261,151.2201921280067,0.9604847214415985,42.08953688323994,0.1644122534501556,0.9650688232604402,39.61923457447969,0.15476263505656046,0.9256971601775607,58.17834957683829,0.22725917803452286
mcq,7,noise-seed-02,0.5890801188507876,150.80451042580162,0.9617367528870893,41.317094266485526,0.16139489947845875,0.9664990943599032,38.7071622788334,0.15119985265169247,0.927596249503043,57.34818025814936,0.22401632913339445
mcq,7,noise-seed-03,0.5902934346903058,151.1151192807183,0.9602786573142962,42.16771506295728,0.16471763696467678,0.9648332672725506,39.72273144860867,0.15516691972112698,0.9256637839891884,58.170172161192795,0.22722723500465772
mcq,7,noise-seed-04,0.5908058797095638,151.24630520564833,0.960387019863193,42.147773262937484,0.16463973930834921,0.9650197933350027,39.65334161693391,0.15489586569114724,0.9272720772051349,57.563801625971664,0.22485860010144995
mcq,7,noise-seed-05,0.5874576589643701,150.38916069487874,0.9651719849963917,39.34429336554694,0.15368864595916798,0.970086026168481,36.508805609678404,0.14261252191280635,0.9303892430671385,56.15374914165626,0.21935058258459286
mcq,7,noise-seed-06,0.5906480106149782,151.20589071743441,0.9601202938266145,42.27525503774302,0.1651377149911831,0.9650081448897786,39.64920267989901,0.15487969796835485,0.9256678033477345,58.186938446987966,0.22729272830854494
mcq,7,noise-seed-07,0.5897365696699148,150.9725618354982,0.9617203803125824,41.37142156827761,0.16160711550108428,0.9662728018930022,38.878552958883894,0.15186934749563982,0.9278218340811315,57.291510490484896,0.2237949628534549
mcq,8,noise-seed-00,0.5938732900764631,152.03156225957454,0.9535321245091949,45.806469565168925,0.1789315217389402,0.9581545027680368,43.51976601956851,0.16999908601393832,0.9156755607361489,62.29683128428311,0.24334699720422923
mcq,8,noise-seed-01,0.5938862229329432,152.03487307083347,0.955250719567137,44.971513054781305,0.17566997287023856,0.9597777360338728,42.685556249226934,0.16674045409854163,0.9160805718235552,62.14777679788405,0.24276475311673276
mcq,8,noise-seed-02,0.5921546675604945,151.5915948954866,0.9566469018263316,44.15152219477977,0.17246688357335768,0.9613819995601717,41.72085042454759,0.1629720719708879,0.9181763609601009,61.27401451288293,0.23935161919094738
mcq,8,noise-seed-03,0.59335566360361,151.89904988252417,0.9551743063939561,44.968974931426324,0.1756600583258832,0.9596854851757781,42.695474637056044,0.16677919780099898,0.9161447285606971,62.094901141709585,0.24255820758480126
mcq,8,noise-seed-04,0.5935714201963392,151.95428357026285,0.9558454876914625,44.65477036037525,0.17443269672021522,0.9604299150896902,42.32262768566632,0.16532276439713306,0.9184460747139206,61.24862649362732,0.23925244724072992
mcq,8,noise-seed-05,0.5902360641289834,151.10043241701976,0.9606407089965873,41.974817965191704,0.16396413267652968,0.9655366291321688,39.326593431843385,0.15361950559313772,0.9214805021199188,59.92678207323605,0.23408899247357653
mcq,8,noise-seed-06,0.5938281210892649,152.0199989988518,0.9548834271807605,45.14706447108272,0.1763557205901658,0.9597669146342381,42.68690114235188,0.1667457075873111,0.9160877658602381,62.14190973244589,0.24274183489236462
mcq,8,noise-seed-07,0.5923960978030594,151.6534010375832,0.9574479777166249,43.76807001182227,0.17096902348368004,0.9619894505104835,41.414522095798205,0.1617754769367108,0.9191080614986895,60.93686949834563,0.23803464647791087
mcq,9,noise-seed-00,0.5964785202006697,152.69850117137145,0.9492747500975824,48.016431700033976,0.1875641863282567,0.9538609345882659,45.848084478666586,0.17909407999479002,0.9071034376359443,65.69059527772542,0.2566038878036124
mcq,9,noise-seed-01,0.5964374315248216,152.68798247035434,0.9510529507691576,47.184856925225816,0.18431584736416265,0.9555528567219965,45.015587677859514,0.17584213936663717,0.9075108585322212,65.54404410918175,0.25603142230148845
mcq,9,noise-seed-02,0.5953019189347162,152.39729124728734,0.9515062084551199,46.882371280279834,0.18313426281359194,0.9562134783356262,44.6023528784151,0.17422794093130775,0.9087266582927038,65.0478348014572,0.25409310469319024
mcq,9,noise-seed-03,0.5963716095033522,152.67113203285817,0.9502034706098621,47.5771568830361,0.1858482690743588,0.95467177153931,45.44453116334906,0.17751769985683094,0.9067781661443659,65.79934680123183,0.2570286984423095
mcq,9,noise-seed-04,0.5964498800207413,152.69116928530977,0.9511764250859078,47.1277843142403,0.18409290747749987,0.9557127140899011,44.93726572902343,0.17553619425399614,0.9095341598889234,64.823921702222,0.25321844414930234
mcq,9,noise-seed-05,0.5931584008224974,151.84855061055933,0.9559045639561052,44.59454402433959,0.17419743759507578,0.9607764235920776,42.11136498667793,0.16449751947920976,0.9123927264352114,63.61302101956292,0.24848836335766558
mcq,9,noise-seed-06,0.5968840152155714,152.8023078951863,0.9498852288845091,47.765880453577815,0.18658547052178712,0.9547665484421608,45.43674659523559,0.1774872913876376,0.9067245155021069,65.8478297302415,0.25721808488375303
mcq,9,noise-seed-07,0.5952287140406739,152.37855079441252,0.9529133395651492,46.20769271065494,0.1804987996509948,0.9574383199890709,43.982242740723336,0.17180563570594934,0.9101268547731101,64.54292327436038,0.25212079404046794
mcq,10,noise-seed-00,0.5992494459018209,153.40785815086616,0.9448029698533753,50.2631573228122,0.1963404582922341,0.9493536833064395,48.202793478032916,0.18829216202356444,0.8984990776401305,68.98858481381953,0.269486659428979
mcq,10,noise-seed-01,0.5991750658267683,153.38881685165268,0.9466086737869268,49.45023976933446,0.19316499909896157,0.9510810944298959,47.38832214091325,0.18511063336294079,0.8988878249234167,68.85192147973483,0.268952818280211
mcq,10,noise-seed-02,0.5984378795348178,153.20009716091334,0.946446229192135,49.46289723381558,0.19321444231959123,0.9511263654831337,47.30873379371019,0.18479974138167915,0.899529508000364,68.58957181865402,0.2679280149166141
mcq,10,noise-seed-03,0.5993727691087625,153.4394288918432,0.9453204877091961,50.04345107968733,0.1954822307800276,0.94974865506083,48.029047343262796,0.1876134661846187,0.8976874446135673,69.27124481181039,0.2705908000461309
mcq,10,noise-seed-04,0.5993778195185381,153.44072179674575,0.9464804121719966,49.52472215591123,0.1934559459215269,0.950971420095567,47.456042263414496,0.18537516509146132,0.9007542118783801,68.22554486183418,0.26650603461653655
mcq,10,noise-seed-05,0.5961546771480672,152.61559734990522,0.9511021705866258,47.13940483035713,0.1841383001185813,0.9559517197529286,44.79642604422211,0.17498603923524148,0.9034110668051614,67.12243452846485,0.2621970098768127
mcq,10,noise-seed-06,0.5999463526689228,153.58626628324424,0.9449393053001846,50.260508782079086,0.196330112429995,0.9498158208221519,48.04327473016153,0.18766904191469203,0.8975786547506285,69.34268373273764,0.2708698583310031
mcq,10,noise-seed-07,0.598195431018186,153.1380303406556,0.948206869579546,48.64482881532194,0.1900188625598503,0.9527141984208051,46.53373343893921,0.18177239624585506,0.9011663543297023,68.01446918508373,0.26568152025423025
mcq,11,noise-seed-00,0.6020849972065654,154.13375928488074,0.9402862348028818,52.46556117862925,0.20494359835401946,0.9448027845735121,50.500947262577405,0.19726932524444152,0.8903093581362042,72.04048675135226,0.2814081513724662
mcq,11,noise-seed-01,0.6018126897745448,154.06404858228348,0.9423496897311209,51.55442291660675,0.201384464517994,0.9467854391071749,49.588108339370585,0.19370354820066465,0.8909131458331794,71.82509960281388,0.2805667953234879
mcq,11,noise-seed-02,0.6010750929048813,153.8752237836496,0.9422803818041766,51.521725596964224,0.20125674061314036,0.9469382520132263,49.458130929651674,0.1931958239439502,0.891576725605714,71.56110960685078,0.27953558440175713
mcq,11,noise-seed-03,0.6021314263364149,154.14564514212222,0.9408725904198965,52.2188001489818,0.20397968808195885,0.9452675205254546,50.29765276947573,0.19647520613076316,0.8895091272754306,72.30566476026199,0.28244400296976946
mcq,11,noise-seed-04,0.6020543024748441,154.1259014335601,0.9422507448836698,51.61803641578158,0.20163295474914553,0.9466881057917973,49.65199713339186,0.19395311380231042,0.8929428023481847,71.16864963120551,0.2780025376218929
mcq,11,noise-seed-05,0.5991434240772093,153.3807165637656,0.9463678936871492,49.555969819341264,0.19357800710680073,0.9511944555890841,47.332167949082574,0.18489128105110236,0.8949918977583013,70.31072274718932,0.2746512607312043
mcq,11,noise-seed-06,0.6029549372984294,154.35646394839793,0.9401379762585951,52.603857524487786,0.20548381845502925,0.945007732978906,50.481975266052956,0.19719521588301767,0.8890629763514801,72.50328547201107,0.2832159588750389
mcq,11,noise-seed-07,0.6009684217260038,153.84791596185698,0.943863659122401,50.82139354898171,0.1985210685507088,0.9483642756915945,48.79799664961992,0.19061717441257597,0.8930470514190642,71.06779192440466,0.2776085622047022
mcq,12,noise-seed-00,0.6048180124693859,154.8334111921628,0.9359794991144572,54.51059487764622,0.21293201124080427,0.9404688139099021,52.62542851325388,0.2055680801298967,0.8823045657812635,74.95185103529104,0.29278066810660186
mcq,12,noise-seed-01,0.6045093229827525,154.75438668358464,0.9380458460303446,53.62414545240371,0.2094693181734507,0.9424464259082401,51.743510436657495,0.20212308764319162,0.8829075322652956,74.73984189889181,0.2919525074175421
mcq,12,noise-seed-02,0.6038190943876509,154.57768816323863,0.937994429085123,53.584867106184056,0.2093158871335305,0.9426302510779376,51.60423421150161,0.2015790398886766,0.8835191615141871,74.50054849918672,0.29101776757494346
mcq,12,noise-seed-03,0.6048768890763381,154.84848360354255,0.9364978609590747,54.301595173612746,0.2121156061469237,0.9408597270142337,52.46265235898971,0.2049322357773018,0.8813897540063309,75.24635589830685,0.2939310777277568
mcq,12,noise-seed-04,0.6047508975868442,154.8162297822321,0.9380346050726155,53.65026435383387,0.20957134513216225,0.9424231824468604,51.774168400315084,0.2022428453137293,0.8851645932583411,74.03138878217875,0.28918511243038136
mcq,12,noise-seed-05,0.602083948308432,154.1334907669586,0.9417652776021861,51.830649691954235,0.20246347535919473,0.9465675483738255,49.70899289463289,0.1941757534946585,0.8867134568479347,73.36492171194747,0.28658172543729105
mcq,12,noise-seed-06,0.6058712448853694,155.10303869065456,0.93553631519366,54.78723933941399,0.21401265366958466,0.9403986323169424,52.74653982992373,0.20604117121063792,0.8807624501840654,75.50990665995613,0.29496057289044986
mcq,12,noise-seed-07,0.6038135276158878,154.57626306966728,0.939439953330768,52.975379125437,0.2069350747087371,0.9439304119118607,51.03252177124133,0.19934578816890977,0.8848547329174881,74.07187054948903,0.28934324433393754
mcq,13,noise-seed-00,0.6075144263818679,155.5236931537582,0.931770284065195,56.4634393534997,0.2205603099746072,0.9362330277052484,54.648546328870985,0.2134708840971506,0.8744361376619324,77.75548611611968,0.3037323676410882
mcq,13,noise-seed-01,0.6071854366367991,155.43947177902058,0.9338057568973077,55.61323290523355,0.21723919103606756,0.938170282199171,53.80944203340177,0.21019313294297431,0.875013324705619,77.55482324393631,0.30294852829662167
mcq,13,noise-seed-02,0.6065918996824526,155.28752631870788,0.9337032470700135,55.6008073866497,0.21719065385409922,0.938317138772914,53.69490655102809,0.2097457287149519,0.8755220105063164,77.3578832430147,0.30217923141802194
mcq,13,noise-seed-03,0.6075721947778666,155.53848186313385,0.9322576261482473,56.27346980344206,0.21981824141969425,0.9365893425342932,54.50577404885627,0.21291317987834324,0.8734334653990717,78.0691459571041,0.3049576013949334
mcq,13,noise-seed-04,0.6074301608296968,155.50212117240238,0.933882207119805,55.60457200816377,0.21720535940688868,0.9382258095103804,53.807518256369946,0.21018561818894346,0.8774933857446761,76.7976075424677,0.29999065446276
mcq,13,noise-seed-05,0.6049228267276358,154.86024364227475,0.9373627997181768,53.94631829396818,0.21072780583581216,0.9421420859108272,51.911358415656416,0.20277874381115663,0.8786652331918338,76.26823350756592,0.2979227871389249
mcq,13,noise-seed-06,0.6086693041924842,155.81934187327596,0.9311676269892682,56.810513161712564,0.22191606703793845,0.9360221798140781,54.839231787219475,0.21421574916882433,0.8727356275862826,78.35789320443999,0.30608552032983977
mcq,13,noise-seed-07,0.6066484236743045,155.30199646062195,0.9350681020007442,55.04960602580415,0.21503752353829597,0.939546621652691,53.178690820839044,0.20772926101890085,0.876764507201167,76.97453290438904,0.3006817691577652
mcq,14,noise-seed-00,0.6101787861811457,156.2057692623733,0.9276523668033809,58.335072908239944,0.22787137854781114,0.9320896267249161,56.58275246819856,0.22102637682889867,0.8672622074766627,80.26810537715684,0.3135472866295147
mcq,14,noise-seed-01,0.6098236034977235,156.1148424954172,0.9296712360570648,57.51124458416562,0.22465329915689544,0.9340018396862425,55.775236054657064,0.21787201583850263,0.8677685934223767,80.09063131667806,0.31285402858076927
mcq,14,noise-seed-02,0.6093373537979101,155.99036257226498,0.9294931783517281,57.53580952408198,0.22474925595344383,0.9340856174742188,55.69644011074972,0.21756421918261465,0.8681715828719229,79.93552959241039,0.31224816247034837
mcq,14,noise-seed-03,0.6102094162915573,156.21361057063868,0.9281514812349665,58.143559451407015,0.22712327910705746,0.9324547647527044,56.43854654627919,0.2204630724464013,0.8662276303364548,80.58237917665798,0.3147749186588153
mcq,14,noise-seed-04,0.6100607283585574,156.1755464597907,0.9298419263476936,57.46623329734104,0.22447747381773744,0.9341437553998289,55.73870113093453,0.21772930129271165,0.8704760618954169,79.28254484282267,0.30969744079227196
mcq,14,noise-seed-05,0.6076701672462936,155.56356281505117,0.9331504308244873,55.92296548255916,0.21844908391624582,0.937908062137288,53.9625608571473,0.2107912533482304,0.8713395841693268,78.85887306405913,0.3080424729064763
mcq,14,noise-seed-06,0.6113326481575649,156.50115792833662,0.9270497372625156,58.67843557927116,0.22921263898152675,0.9318962696684798,56.76688410462225,0.22174564103367927,0.8654948209091279,80.88067101902419,0.31594012116805886
mcq,14,noise-seed-07,0.6094554831077774,156.02060367559102,0.9307809052836344,57.03762207930063,0.22280321124726665,0.9352478739913296,55.230311418451116,0.21574340397832312,0.8693104413731407,79.5974859135382,0.31092767934975446
mcq,15,noise-seed-00,0.6127545619001199,156.8651678464307,0.9237106546153502,60.09445293844202,0.23474395679078788,0.9281225785943292,58.397646117078054,0.22811580514483434,0.8601322282521974,82.72897755836334,0.3231600685873525
mcq,15,noise-seed-01,0.6123893455664429,156.77167246500937,0.925691768497353,59.30345205866324,0.23165410960415192,0.9299905981245711,57.62706202437579,0.22510571103271634,0.860565431407992,82.57517957017704,0.3225592951959994
mcq,15,noise-seed-02,0.6120159923953189,156.67609405320164,0.9254220559838413,59.37094918379583,0.23191777024920116,0.9299937518363475,57.59048254548962,0.2249628224433168,0.8608451311070378,82.46628153757764,0.32213391225615795
mcq,15,noise-seed-03,0.6127575561528334,156.86593437512536,0.9242228836113233,59.90026433908045,0.2339854075745317,0.9284991881824437,58.25039960920068,0.2275406234734384,0.8590785532343352,83.04018008536802,0.32437570345846456
mcq,15,noise-seed-04,0.6126110097228747,156.82841848905593,0.925958928643694,59.222211495260765,0.23133676365336137,0.9302220863962631,57.55570375927663,0.22482696780967293,0.863471448331006,81.725616794803,0.31924069060469473
mcq,15,noise-seed-05,0.6103149326030324,156.2406227463763,0.9291424012895152,57.76562198446745,0.22564696087682462,0.9338766721523191,55.87095447559616,0.2182459159202957,0.8640800597482766,81.38612485096284,0.3179145501990698
