step,split,segment_id,residual_coefficient_norm,residual_rms,image_saturation_fraction,basis_norm_min,basis_norm_max,train_mean_residual_coefficient_max_abs,train_mean_residual_delta_max_abs,fixed_base_latent_sha256
0,train_audit,r5-f1-ee59008270e04ddeb87f5940,0.028381179651055324,0.03737249597907066,0.0915838877360026,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,train_audit,r5-f1-74bd80f2dff32f9fd1ee2f05,0.03775798906214754,0.05026579275727272,0.11920579274495442,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,train_audit,r5-f1-ecf4946e7096b0f851fa9165,0.005734496975821321,0.007125974167138338,0.10552628835042317,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,train_audit,r5-f1-c4577184ceeecd7502540cd3,0.026564949582000265,0.03517064079642296,0.09218311309814453,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,dev_select,r5-f1-e1fb95a44d70110ed3edaaa4,0.0370774467078103,0.048855919390916824,0.08800315856933594,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,dev_select,r5-f1-b7cedb01e540ac07603e9798,0.03733534826461885,0.04880540817975998,0.08803685506184895,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,dev_select,r5-f1-8bbbdbfcc40737c52a64335f,0.07081950828560304,0.09383910894393921,0.07452042897542317,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,dev_select,r5-f1-faf86750587c2c0a7b934b3a,0.09129010035888778,0.1217130720615387,0.06660270690917969,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,dev_final,r5-f1-865bcf071bbf554889ae9c0a,0.09957096133873704,0.1322636753320694,0.06357224782307942,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,dev_final,r5-f1-8b58542b9c45c637d2329648,0.08236766635604931,0.10941613465547562,0.07005850474039713,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,dev_final,r5-f1-4eff79979ba1325eadc579a9,0.03519950756399135,0.04624834656715393,0.1178445816040039,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
0,dev_final,r5-f1-d1c1440c7881fd865314100d,0.10614353344592671,0.14075247943401337,0.06120745340983073,2.472966702521437,4.524099190464777,3.063016507098837e-08,8.636296655595288e-08,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,train_audit,r5-f1-ee59008270e04ddeb87f5940,0.7997234814280684,1.0468381643295288,0.09772459665934244,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,train_audit,r5-f1-74bd80f2dff32f9fd1ee2f05,0.2588535198669676,0.21476984024047852,0.06697781880696614,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,train_audit,r5-f1-ecf4946e7096b0f851fa9165,0.19125261102417493,0.2095029354095459,0.14792792002360025,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,train_audit,r5-f1-c4577184ceeecd7502540cd3,0.5194195465361837,0.6977936029434204,0.06648953755696614,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,dev_select,r5-f1-e1fb95a44d70110ed3edaaa4,0.14320549282989792,0.13969798386096954,0.09963703155517578,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,dev_select,r5-f1-b7cedb01e540ac07603e9798,0.13014249200137498,0.15204590559005737,0.1253382364908854,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,dev_select,r5-f1-8bbbdbfcc40737c52a64335f,0.2901245234702768,0.3818965256214142,0.07180086771647134,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,dev_select,r5-f1-faf86750587c2c0a7b934b3a,0.8433100203317453,1.124130368232727,0.09396743774414062,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,dev_final,r5-f1-865bcf071bbf554889ae9c0a,0.22947217670881878,0.25200536847114563,0.13703759511311847,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,dev_final,r5-f1-8b58542b9c45c637d2329648,0.131420665637138,0.0748656615614891,0.1016553243001302,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,dev_final,r5-f1-4eff79979ba1325eadc579a9,0.23505876089776026,0.18306228518486023,0.07893943786621094,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
288,dev_final,r5-f1-d1c1440c7881fd865314100d,0.19980708056999472,0.14702025055885315,0.12944730122884113,5.410909717126476,7.205436059385657,5.960464477539063e-08,2.1071440414743847e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,train_audit,r5-f1-ee59008270e04ddeb87f5940,0.3215028255719465,0.22919118404388428,0.0991058349609375,6.954057337797986,8.738480949884229,2.6739306235867843e-07,1.1065442322433228e-06,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,train_audit,r5-f1-74bd80f2dff32f9fd1ee2f05,0.2529771490186086,0.1624828577041626,0.09028180440266927,6.954057337797986,8.738480949884229,2.6739306235867843e-07,1.1065442322433228e-06,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,train_audit,r5-f1-ecf4946e7096b0f851fa9165,0.28230672310112265,0.26074331998825073,0.14090506235758463,6.954057337797986,8.738480949884229,2.6739306235867843e-07,1.1065442322433228e-06,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,train_audit,r5-f1-c4577184ceeecd7502540cd3,0.30857698284870255,0.28334224224090576,0.08038139343261719,6.954057337797986,8.738480949884229,2.6739306235867843e-07,1.1065442322433228e-06,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,dev_select,r5-f1-e1fb95a44d70110ed3edaaa4,0.36603971500216687,0.24943214654922485,0.13220787048339844,6.954057337797986,8.738480949884229,2.6739306235867843e-07,1.1065442322433228e-06,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,dev_select,r5-f1-b7cedb01e540ac07603e9798,0.17267628758703724,0.10635480284690857,0.11120573679606119,6.954057337797986,8.738480949884229,2.6739306235867843e-07,1.1065442322433228e-06,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
