optimizer_step,epoch_zero,learning_rate,own_ce_mean,donor_ce_mean,ranking_loss_mean,ranking_satisfied_fraction,objective_mean,residual_coefficient_norm_mean,residual_rms_mean,image_saturation_fraction_mean,mean_residual_coefficient_max_abs,mean_residual_delta_max_abs,gradient_norm,gradient_nonzero_fraction,basis_parameter_norm,gradient_clipped,own_ce_mean_moving_mean_16,donor_ce_mean_moving_mean_16,ranking_loss_mean_moving_mean_16,ranking_satisfied_fraction_moving_mean_16
29,0,0.001,1.367002461105585,1.3666385523974895,1.3866582810878754,0.0,2.7536608576774597,0.05382034050661828,0.04940685583278537,0.10133552551269531,2.8560558362755728e-08,3.820525762421312e-08,6.119089088953548,0.9973494112962857,25.71243483559035,False,1.1822402169927955,1.2798780526500195,1.2886565271764994,0.0
30,0,0.001,0.6332050412893295,1.3829945623874664,0.7469086647033691,0.25,1.3801137059926987,0.05806401660914863,0.05644414387643337,0.09215585390726724,4.108167317440348e-08,8.97500527230477e-08,6.119836783156836,0.9973380353791025,25.76200039032214,False,1.1214294005185366,1.2654141827952117,1.2492098156362772,0.015625
31,0,0.001,1.7110352367162704,1.3082118183374405,1.7891178131103516,0.0,3.5001530051231384,0.06110707083032217,0.057033018209040165,0.10014263788859049,4.6980051848777293e-08,6.8096170480203e-08,7.310698929972502,0.9973494112962857,25.811536959156637,False,1.160585455596447,1.2866332752164453,1.2671467773616314,0.015625
32,0,0.001,0.9330561384558678,0.9002659171819687,1.419084519147873,0.0,2.3521406054496765,0.06153730122523626,0.06286676414310932,0.11746780077616373,4.11851530657259e-08,8.017237718149772e-08,7.329737926416227,0.9973494112962857,25.860847486238878,False,1.1612035050056875,1.2779605130199343,1.27643758431077,0.015625
33,0,0.001,1.3866192996501923,1.1532643735408783,1.6196492612361908,0.0,3.006268560886383,0.10476343886948528,0.11862039007246494,0.10817448298136392,2.8457078471433306e-08,6.182776957075475e-08,6.282141294704619,0.9973380353791025,25.909222543995202,False,1.1906747170723975,1.2917904884088784,1.2920788209885359,0.015625
34,0,0.001,0.8984046280384064,1.2997262328863144,0.9849728047847748,0.0,1.883377492427826,0.05746292845762675,0.06449077278375626,0.08790230751037598,2.8560558362755728e-08,1.766426862559456e-07,3.6089303097282373,0.9973380353791025,25.960304455847414,False,1.1842978834174573,1.305595510872081,1.2718969658017159,0.015625
35,0,0.001,1.4760759472846985,1.5789832919836044,1.2833869457244873,0.0,2.7594628632068634,0.07391138396127986,0.0827110349200666,0.08344610532124837,4.325476155031538e-08,8.723033317892259e-08,6.598731969222924,0.9973380353791025,26.01246096459001,False,1.1966821171808988,1.327646842924878,1.2622298635542393,0.015625
36,0,0.001,1.0929366126656532,1.003651812672615,1.4755791425704956,0.0,2.5685157477855682,0.029477744366598013,0.02897972473874688,0.09589362144470215,1.7746868863355303e-08,7.477053287630042e-08,8.281028307412445,0.9973380353791025,26.06568128599324,False,1.1809173177462071,1.30524490470998,1.2688670046627522,0.015625
37,1,0.001,0.99544657766819,0.9947530180215836,1.3869878947734833,0.0,2.3824344277381897,0.06958017589354681,0.0788874989375472,0.09341057141621907,3.766682610262251e-08,6.219505621629651e-08,7.997100118862891,0.9973266594619191,26.119380897858694,False,1.1481753734406084,1.276283094426617,1.2650868687778711,0.015625
38,1,0.001,1.2152813076972961,1.5593080818653107,1.0422676503658295,0.0,2.2575489580631256,0.03829202623073569,0.03285594517365098,0.09983030954996744,2.773271745581951e-08,1.063360031139382e-07,8.343433617842704,0.9973266594619191,26.17180928884167,False,1.172346758423373,1.312226474052295,1.2533148769289255,0.015625
39,1,0.001,0.7536954283714294,1.4429163038730621,0.7761768102645874,0.25,1.5298722833395004,0.1030360286214316,0.12206767685711384,0.11355034510294595,3.663202008397093e-08,8.632740389202809e-08,4.109196626429883,0.9973266594619191,26.223313296770183,False,1.1429998080711812,1.309562006732449,1.2315763514488935,0.03125
40,1,0.001,0.9855116233229637,1.1785249561071396,1.1932809948921204,0.0,2.178792655467987,0.08095251971283376,0.09425063338130713,0.0803851286570231,4.615220916548424e-08,6.879253078295733e-08,9.21980751061439,0.9973266594619191,26.273982897304162,False,1.143204775871709,1.3195440478157252,1.2217992786318064,0.03125
41,1,0.001,1.2090796083211899,1.456984132528305,1.1383898556232452,0.0,2.347469449043274,0.05256388046921798,0.05750228650867939,0.08961709340413411,3.3527612686157227e-08,1.118045815928781e-07,7.35678863981004,0.9973266594619191,26.324696596651723,False,1.1451500242110342,1.3193579732906073,1.2239306010305882,0.03125
42,1,0.001,1.2428896725177765,1.0798028856515884,1.5493811964988708,0.0,2.792270839214325,0.06695781390177347,0.0713358661159873,0.101228396097819,2.0282136858895683e-08,1.182612550110207e-07,6.959549914454526,0.9973266594619191,26.375523902424344,False,1.1367888019885868,1.2876278010662645,1.2472995538264513,0.03125
43,1,0.001,1.1011443436145782,1.601823776960373,0.8856149017810822,0.0,1.9867592453956604,0.11199480633243838,0.12500602565705776,0.12034130096435547,5.484455201099081e-08,2.266723413413274e-07,26.844465246252614,0.9973039076275525,26.41546517886062,False,1.1239747384097427,1.294514200417325,1.2275990899652243,0.03125
44,1,0.001,1.107302501797676,1.8438050299882889,0.8075607120990753,0.5,1.9148632287979126,0.0882502178153433,0.09093536762520671,0.11382134755452473,3.6011140736036396e-08,8.929441719374154e-08,7.304342089471825,0.9973039076275525,26.46272441700433,False,1.131792901782319,1.3219784216489643,1.217813590541482,0.0625
45,1,0.001,0.6630703955888748,1.0192543491721153,1.0301104485988617,0.0,1.6931808590888977,0.08498777498674943,0.0910393176600337,0.08313234647115071,4.3047798214956856e-08,7.259125567316005e-08,5.342397314754174,0.9973039076275525,26.517417629270486,False,1.0877971476875246,1.3002669089473784,1.1955293510109186,0.0625
46,1,0.001,1.0468544736504555,0.9440975189208984,1.4890513122081757,0.0,2.5359057784080505,0.07246903995363035,0.0623145024292171,0.09502514203389485,3.228585043757448e-08,7.347422581460705e-08,3.0940033716099387,0.9973039076275525,26.577089028518394,False,1.113650237210095,1.272835843730718,1.241913266479969,0.046875
47,1,0.001,1.4662674367427826,1.8598252534866333,1.0701482892036438,0.25,2.5364158153533936,0.13655479825506084,0.1432302873581648,0.10503753026326497,5.8155922744163036e-08,1.9076799162576208e-07,5.50044208212046,0.9973039076275525,26.63909850107552,False,1.098352249711752,1.3073116834275424,1.1969776712357998,0.0625
48,1,0.001,1.2117722481489182,1.2447392344474792,1.3533273935317993,0.0,2.5650996565818787,0.11617006570064656,0.12397917453199625,0.09790484110514322,2.8767519921757412e-08,1.0384792403783649e-07,13.83344430633277,0.9973039076275525,26.702309089797833,False,1.1157720065675676,1.3288412657566369,1.1928678508847952,0.0625
49,1,0.001,1.6618100106716156,1.2127599567174911,1.8353444039821625,0.0,3.497154414653778,0.16143774472858008,0.17427439242601395,0.10584942499796549,2.1316939324833584e-08,1.0266387562296586e-07,24.215577611931284,0.9972925317103691,26.76782037318209,False,1.1329714260064065,1.3325597397051752,1.2063487973064184,0.0625
50,1,0.001,1.7123566027730703,0.9769179001450539,2.1217330992221832,0.0,3.834089607000351,0.1365504686926329,0.1406265627592802,0.11292258898417154,4.635916894812908e-08,1.373277598304412e-07,30.992383530530454,0.9972925317103691,26.843279650642064,False,1.183843424427323,1.3123842189088464,1.2773963157087564,0.0625
51,1,0.001,1.051749736070633,1.4080718457698822,1.0299722254276276,0.0,2.0817219614982605,0.12030947807327215,0.12294016592204571,0.07939140001932779,3.91155481338501e-08,1.0698022379074246e-07,19.637468860946406,0.9972925317103691,26.935775142947342,False,1.157323036226444,1.3017022535204887,1.2615578956902027,0.0625
52,1,0.001,2.6445543337613344,1.834624007344246,2.1962247639894485,0.0,4.84077924489975,0.26911155507059276,0.2916352152824402,0.13949124018351236,4.842877388000488e-08,6.276268749161318e-08,27.73718878779631,0.9972925317103691,27.036892423052542,False,1.254299143794924,1.3536380156874657,1.3065982470288873,0.0625
53,1,0.001,0.932409942150116,1.613290622830391,0.7208824753761292,0.25,1.65329247713089,0.1317534208106646,0.1201246241107583,0.09510795275370279,2.421438694000244e-08,9.879742890461785e-08,5.641433298476202,0.9972811557931859,27.15159570374345,False,1.2503593540750444,1.3922966159880161,1.2649666583165526,0.078125
54,1,0.001,0.9398424103856087,0.9131489396095276,1.4129878282546997,0.0,2.3528302907943726,0.0998829273608337,0.08782107476145029,0.09325496355692545,4.9049656780653095e-08,1.4849219098778121e-07,10.934279078660582,0.9972811557931859,27.275533178107786,False,1.233144422993064,1.3519116695970297,1.288136669434607,0.078125
55,1,0.001,0.8300483040511608,1.0387778282165527,1.230778068304062,0.25,2.060826376080513,0.0777305496164796,0.06668128352612257,0.10247723261515299,5.0084459246590995e-08,1.6538491820483614e-07,10.90407345636066,0.9972811557931859,27.404571895186116,False,1.2379164777230471,1.3266530148684978,1.3165492480620742,0.078125
56,1,0.001,2.2453067749738693,1.8979927599430084,1.7336083948612213,0.0,3.978915214538574,0.09971435314411098,0.0891124913468957,0.09649928410847981,3.2906729785509015e-08,8.448893851209505e-08,16.077877250059043,0.9972811557931859,27.534064006419413,False,1.3166536747012287,1.3716197526082397,1.350319710560143,0.078125
57,1,0.001,1.5518317222595215,1.5601344108581543,1.3779916763305664,0.0,2.929823338985443,0.12718021638237267,0.12320288363844156,0.11289604504903157,3.269977000286417e-08,1.0338696654343948e-07,16.00520837571568,0.9972811557931859,27.66300691567534,False,1.3380756818223745,1.3780666450038552,1.3652948243543506,0.078125
58,1,0.001,0.9071243926882744,0.8516578003764153,1.4417609870433807,0.0,2.3488853871822357,0.14675954886898948,0.15164249390363693,0.11075329780578613,4.3461721332960224e-08,7.576711169576811e-08,6.193220520985895,0.9972811557931859,27.79136176182768,False,1.3170903518330306,1.363807577174157,1.3585685612633824,0.078125
59,1,0.001,1.1415691524744034,0.9386667907238007,1.5891967117786407,0.0,2.7307658195495605,0.10950389854755194,0.11528398282825947,0.11401963233947754,1.966125395824747e-08,7.857570949454384e-08,4.023249318958382,0.9972811557931859,27.91723333361855,False,1.3196169023867697,1.3223602655343711,1.4025424243882298,0.078125
60,1,0.001,0.9441861212253571,1.866847425699234,0.46363306045532227,0.0,1.4078192114830017,0.08745536832669804,0.07676963601261377,0.11595916748046875,3.083712485363321e-08,1.9008911067430745e-07,21.85265813734388,0.9972811557931859,28.03738033366261,False,1.3094221286009997,1.3238004152663052,1.3810469461604953,0.046875
61,1,0.001,1.337599754333496,1.322564110159874,1.4013300836086273,0.0,2.738929867744446,0.14731933657208135,0.14145078416913748,0.11036467552185059,3.725290298461914e-08,9.217827567908898e-08,8.386254092696086,0.9972695428777278,28.155506618773927,False,1.3515802135225385,1.3427572753280401,1.4042481733486056,0.046875
62,1,0.001,1.0251852422952652,2.3239715695381165,1.1301650404930115,0.25,2.1553502827882767,0.13485601336258807,0.14272567071020603,0.10720348358154295,6.643434602437992e-08,1.2037963870170643e-07,6.765238826800993,0.9972697798760025,28.270452586051523,False,1.3502258865628392,1.4289994034916162,1.3818177813664079,0.0625
63,1,0.001,0.7520478963851929,1.0306874811649323,1.1076547801494598,0.0,1.8597026765346527,0.15115886710537418,0.10497463680803776,0.11170800526936848,3.073364496231079e-08,1.1555756174175258e-07,14.363677416855433,0.9972697798760025,28.38111590782217,False,1.3055871652904898,1.37717829272151,1.3841619370505214,0.046875
64,1,0.001,2.4869174510240555,1.4595411866903305,2.413670629262924,0.0,4.900588095188141,0.09390621494407864,0.08860680554062128,0.09677418073018391,5.691415694286661e-08,1.158297990855317e-07,17.481507948682054,0.9972697798760025,28.485398205586534,False,1.3852837404701859,1.3906034147366881,1.4504333892837167,0.046875
65,1,0.001,1.4865942746400833,1.2381595075130463,1.7234738767147064,0.25,3.2100681960582733,0.10980984133091304,0.1112136822193861,0.09259939193725586,4.677308851341877e-08,1.3663650122452964e-07,35.60559818831414,0.9972697798760025,28.58490573931282,False,1.374332756968215,1.3921908866614103,1.4434414813295007,0.0625
66,1,0.001,1.1015240550041199,0.9404128268361092,1.5474056005477905,0.0,2.6489296555519104,0.15031526059749997,0.16306352615356445,0.11371485392252603,5.587935447692871e-08,2.374719940689829e-07,12.374309331145707,0.9972697798760025,28.68903388818756,False,1.3361557227326557,1.3899093195796013,1.4075460126623511,0.0625
67,1,0.001,1.3918110132217407,1.1478793621063232,1.6302259862422943,0.0,3.0220370292663574,0.14165809662196338,0.17978742811828852,0.08735171953837076,3.683898341932945e-08,1.0920692261606746e-07,17.497932351160337,0.9972695428777278,28.795008648218747,False,1.3574095525546,1.3736472893506289,1.4450618727132678,0.0625
68,1,0.001,1.7836893498897552,0.8631389811635017,2.3068447411060333,0.0,4.090534210205078,0.17533703192703382,0.15538883209228516,0.09738055864969888,3.932250791649494e-08,1.3646328511640604e-07,24.33733309167193,0.9972697798760025,28.904026814964734,False,1.3036054910626262,1.3129294752143323,1.4519756212830544,0.0625
69,1,0.001,1.598746508359909,0.8496549651026726,2.1353858709335327,0.0,3.7341323494911194,0.1428424784937517,0.12813817150890827,0.10629884401957193,3.559721761803303e-08,1.2039964758514543e-07,18.051587855043163,0.9972697798760025,29.016654099074227,False,1.3452515264507383,1.26520224660635,1.540382083505392,0.046875
70,1,0.001,0.9814735054969788,0.9354548007249832,1.432313084602356,0.0,2.41378653049469,0.10504903877088359,0.10094406642019749,0.10038010279337564,4.677308851341877e-08,1.4142877091671835e-07,10.438343527312082,0.9972697798760025,29.128973531300293,False,1.347853469895199,1.266596362926066,1.5415899120271206,0.046875
71,1,0.001,1.329311415553093,1.8796891532838345,0.842341810464859,0.25,2.1716532707214355,0.11391627370376226,0.10677882842719555,0.09587391217549641,5.546543491163902e-08,1.2348422728791775e-07,6.23004292832313,0.9972697798760025,29.240503897422954,False,1.3790574143640697,1.319153320742771,1.5173126459121704,0.046875
72,1,0.001,0.8721861392259598,1.9369099736213684,0.6543704867362976,0.25,1.5265566185116768,0.12340575146928914,0.12242605537176132,0.11171579360961914,6.643434602437992e-08,1.2488865763771173e-07,8.919479021830945,0.9972697798760025,29.35038903390548,False,1.2932373746298254,1.3215856465976685,1.4498602766543627,0.0625
73,2,0.001,1.6162184476852417,1.678905040025711,1.3236077725887299,0.0,2.939826190471649,0.15756311081447358,0.15639475174248219,0.13416091601053873,3.6425060301326084e-08,1.4796424352425674e-07,18.461007231940034,0.9972697798760025,29.456689876753494,False,1.2972615449689329,1.3290088109206408,1.446461282670498,0.0625
74,2,0.001,1.5659572184085846,1.284770704805851,1.6674809455871582,0.0,3.2334381341934204,0.09923247518685101,0.07744054310023785,0.09342734018961588,4.2944318323634434e-08,1.3370238605148188e-07,12.369766107525217,0.9972697798760025,29.560200686721185,False,1.3384385965764523,1.3560783674474806,1.460568780079484,0.0625
75,2,0.001,1.066197745501995,1.5682860650122166,0.8842060267925262,0.0,1.9504037499427795,0.0888291514691131,0.08806716743856668,0.10054667790730794,4.5531326264836025e-08,1.3418814148735692e-07,10.872131127373908,0.9972695428777278,29.661288351290516,False,1.3337278836406767,1.3954295720905066,1.4165068622678518,0.0625
76,2,0.001,1.7030269503593445,1.2007039934396744,1.8886173069477081,0.0,3.591644287109375,0.15216456137996923,0.15346046537160873,0.11963709195454915,6.126033014197674e-08,1.4592991703921143e-07,12.7385396689569,0.9972697798760025,29.75855601672159,False,1.381155435461551,1.353795607574284,1.505568377673626,0.0625
77,2,0.001,0.9799114018678665,1.2430238276720047,1.123181939125061,0.0,2.1030932664871216,0.13130846179857836,0.13521002512425184,0.1113759676615397,6.001856434068031e-08,7.75628521409999e-08,8.686505791623372,0.9972697798760025,29.852303330567143,False,1.358799913432449,1.3488243399187922,1.488184118643403,0.0625
78,2,0.001,0.9260927736759186,0.9097493588924408,1.4026377499103546,0.0,2.328730523586273,0.14175222987396552,0.17896421439945698,0.08507180213928223,5.0084459246590995e-08,1.4290334604538657e-07,13.579208777603125,0.9972697798760025,29.9418975749076,False,1.35260663414374,1.2604354517534375,1.505213662981987,0.046875
79,2,0.001,1.461754560470581,1.1128511428833008,1.735197752714157,0.0,3.1969522833824158,0.12558884884043212,0.11383777856826782,0.08419537544250488,4.23234389756999e-08,1.8762972331387573e-07,26.943973630873863,0.9972697798760025,30.028371539535673,False,1.3969633006490767,1.2655706806108356,1.5444350987672806,0.046875
80,2,0.001,0.9208416491746902,1.3599544167518616,0.9471815824508667,0.0,1.8680232465267181,0.166986734270926,0.19932625070214272,0.10436050097147623,3.828770545055704e-08,2.0934182032306126e-07,5.83468413036706,0.9972697798760025,30.113444700192694,False,1.2990835630334914,1.2593465074896812,1.452779533341527,0.046875
81,2,0.001,0.6878984458744526,0.8274174723774195,1.2467753887176514,0.0,1.934673935174942,0.12138877169525474,0.13064668187871575,0.08177526791890462,5.277494707911501e-08,9.115170485074486e-08,7.082264945027979,0.9972697798760025,30.195088353970764,False,1.2491650737356395,1.2336751302937046,1.422985877841711,0.03125
82,2,0.001,1.249417781829834,1.1025056540966034,1.533206433057785,0.0,2.7826243340969086,0.17146756019292195,0.218157846480608,0.15509064992268878,2.5870072306588554e-08,3.939292270160877e-08,7.963179098309058,0.9972697798760025,30.274769756912278,False,1.2584084316622466,1.2438059319974855,1.4220984298735857,0.03125
83,2,0.001,1.3225539028644562,1.3464491963386536,1.3623990416526794,0.0,2.6849530041217804,0.19728609359212573,0.24377422407269478,0.10895570119222005,2.71118345551713e-08,1.1529143506550099e-07,14.190343401057154,0.9972697798760025,30.352398332577632,False,1.2540798622649163,1.256216546637006,1.4053592458367348,0.03125
84,2,0.001,1.3823572397232056,1.5465586930513382,1.2220929265022278,0.0,2.6044501662254333,0.14377427010360458,0.15481519233435392,0.11153999964396158,4.4496523798898124e-08,1.588230418292369e-07,25.882650400939077,0.9972697798760025,30.43164750473965,False,1.228996605379507,1.2989302786299959,1.337562257423997,0.03125
85,2,0.001,0.9463965445756912,1.0653477311134338,1.2673432230949402,0.0,2.2137398719787598,0.16631361746765774,0.20896244794130325,0.10693828264872232,3.1871927319571114e-08,1.3021387701428466e-07,9.419196358822731,0.9972697798760025,30.51056402714729,False,1.1882247326429933,1.3124110765056685,1.283309591934085,0.03125
86,2,0.001,1.5654630213975906,2.3999037742614746,0.8122014403343201,0.25,2.377664476633072,0.11613917007730619,0.11996220983564854,0.1251659393310547,5.194710439582195e-08,1.254452968169062e-07,12.177122324113563,0.9972697798760025,30.587686607412532,False,1.2247240773867816,1.4039391373516992,1.2445526141673326,0.046875
87,2,0.001,1.7353461235761642,3.083929732441902,0.7298643589019775,0.25,2.465210497379303,0.10755980505213503,0.10481253545731306,0.0939942200978597,3.166496753692627e-08,4.86382347730796e-08,24.799328143946532,0.9972697798760025,30.66259181824173,False,1.2501012466382235,1.4792041735490784,1.2375227734446526,0.046875
