arm,optimizer_step,learning_rate,loss_mean,loss_F2,loss_F3,loss_F5,loss_F6,gradient_norm_before_clip,gradient_clipped,update_weight_ratio,state_gradient_nonzero_fraction,image_saturation_fraction_mean
legacy-pure-noise,14,2.733333333333333e-05,17.63012796640396,8.07572865486145,12.1426362991333,29.104219436645508,21.197927474975586,6517.42333984375,True,0.0006049564612213568,1.0,0.005627870777971111
legacy-pure-noise,15,2.8666666666666668e-05,17.129900455474854,7.298172950744629,12.796886444091797,28.958395957946777,19.46614646911621,84031.421875,True,0.0006170905751749141,1.0,0.004348635811766144
legacy-pure-noise,16,2.9999999999999997e-05,18.210392594337463,7.362195014953613,11.859416961669922,34.76112174987793,18.85883665084839,14409.830078125,True,0.0007369045766908929,1.0,0.005147298201336525
legacy-pure-noise,17,2.9999999999999997e-05,17.84264874458313,10.014880657196045,12.812506675720215,27.517159461975098,21.026048183441162,17971.994140625,True,0.0009026915187530503,1.0,0.006009300675941631
legacy-pure-noise,18,2.9999872856917585e-05,15.881287395954132,6.309425115585327,13.598965644836426,24.241718292236328,19.375040531158447,132509.484375,True,0.0010440713490788038,1.0,0.005776206897280645
legacy-pure-noise,19,2.999949143090342e-05,15.940349698066711,4.262412071228027,12.27085018157959,27.649971961975098,19.57816457748413,4563.4912109375,True,0.0009791687662849713,1.0,0.008655707344587427
legacy-pure-noise,20,2.9998855731656623e-05,16.191160798072815,5.587494850158691,9.904503345489502,28.822978019714355,20.44966697692871,30347.662109375,True,0.0008436058781990651,1.0,0.00555888833332574
legacy-pure-noise,21,2.999796577534217e-05,16.489963173866272,7.693655967712402,11.37503433227539,31.36859130859375,15.522571086883545,9984.671875,True,0.0007831858443904711,1.0,0.005928238293563481
legacy-pure-noise,22,2.99968215845904e-05,15.029208779335022,8.688976764678955,8.418113708496094,24.583821296691895,18.425923347473145,62357.53515625,True,0.0007732638862265481,1.0,0.005486965383170173
legacy-pure-noise,23,2.9995423188496514e-05,14.650722742080688,9.56440544128418,7.834993839263916,26.666869163513184,14.536622524261475,1263228.875,True,0.0008958122616856466,1.0,0.005407373217167333
legacy-pure-noise,24,2.9993770622619783e-05,18.915389001369476,10.161797285079956,12.692721366882324,30.223575592041016,22.58346176147461,10804.6591796875,True,0.0008181831363867706,1.0,0.006986260632402264
legacy-pure-noise,25,2.9991863928982672e-05,18.868144750595093,7.508113384246826,13.562513828277588,31.875901222229004,22.526050567626953,72428.828125,True,0.0007540857313329099,1.0,0.005552768896450289
legacy-pure-noise,26,2.998970315606976e-05,17.114136576652527,11.35133981704712,11.786486148834229,29.66750717163086,15.6512131690979,20758.3515625,True,0.0007350870972646459,1.0,0.005581021556281485
legacy-pure-noise,27,2.998728835882651e-05,16.465533792972565,6.243725776672363,10.835399866104126,27.48845100402832,21.29455852508545,146180.921875,True,0.0005111455293201342,1.0,0.005195260207983665
legacy-pure-noise,28,2.9984619598657892e-05,14.05807250738144,6.112498044967651,11.625024795532227,24.301648139953613,14.193119049072266,307870.90625,True,0.0004918658399556218,1.0,0.005500515369931236
legacy-pure-noise,29,2.9981696943426767e-05,15.23861825466156,6.027132511138916,10.510543823242188,21.250110149383545,23.166686534881592,34753.8203125,True,0.000561240764019373,1.0,0.005174438367248513
legacy-pure-noise,30,2.997852046745222e-05,17.21216857433319,11.308310508728027,10.776055812835693,27.462212562561035,19.302095413208008,5100.9326171875,True,0.0006480016880866049,1.0,0.005704919662093744
legacy-pure-noise,31,2.9975090251507633e-05,16.030959725379944,9.36750841140747,10.23963737487793,25.85002326965332,18.666669845581055,247640.578125,True,0.0007030273952209655,1.0,0.006835381260316353
legacy-pure-noise,32,2.9971406382818667e-05,17.596846222877502,6.415590763092041,13.994802474975586,27.633203506469727,22.343788146972656,63273.05859375,True,0.0007899790734116427,1.0,0.006182710436405614
legacy-pure-noise,33,2.9967468955060995e-05,15.915055751800537,4.258743762969971,11.07368278503418,28.671510696411133,19.656285762786865,73899.3203125,True,0.0009961157848049024,1.0,0.006155729461170267
legacy-pure-noise,34,2.996327806835797e-05,15.223530054092407,4.256178379058838,11.052685737609863,25.387290954589844,20.197965145111084,184259.875,True,0.0008120059175668537,1.0,0.00723544765060069
legacy-pure-noise,35,2.9958833829278017e-05,14.569220244884491,8.478646039962769,12.317735195159912,22.76155948638916,14.718940258026123,56864.1328125,True,0.0005447955260385924,1.0,0.005195538338739425
legacy-pure-noise,36,2.995413635083201e-05,17.45265942811966,7.604900598526001,11.166744709014893,30.29414939880371,20.744843006134033,9875.876953125,True,0.0005748201436313559,1.0,0.006320039618003648
legacy-pure-noise,37,2.9949185752470325e-05,15.940199077129364,10.60471248626709,9.458745241165161,24.00886058807373,19.688477993011475,30312.07421875,True,0.0004744401330100994,1.0,0.009196082944981754
legacy-pure-noise,38,2.9943982160079822e-05,16.145278453826904,4.813414573669434,14.270845890045166,26.43954563140869,19.057307720184326,2741.308349609375,True,0.000482519110307779,1.0,0.007092555664712563
legacy-pure-noise,39,2.993852570598065e-05,15.500534057617188,5.449102401733398,9.625265121459961,26.25586986541748,20.67189884185791,4711.1533203125,True,0.0003932729728602555,1.0,0.006534775158797856
legacy-pure-noise,40,2.9932816528922903e-05,16.108115434646606,8.34754228591919,13.026046752929688,28.09010887145996,14.968763828277588,28390.162109375,True,0.00042372132711956343,1.0,0.004674911666370463
legacy-pure-noise,41,2.992685477408305e-05,15.92985314130783,8.6217622756958,8.39730429649353,24.085702896118164,22.614643096923828,14915.466796875,True,0.0004451545189490802,1.0,0.0041429203120060265
legacy-pure-noise,42,2.9920640593060258e-05,14.598301351070404,6.190340280532837,7.668982982635498,24.544265747070312,19.98961639404297,196527.421875,True,0.0003585422849293549,1.0,0.006374081203830428
legacy-pure-noise,43,2.9914174143872566e-05,16.48613727092743,5.7858757972717285,11.119841575622559,33.052144050598145,15.986687660217285,77578.75,True,0.00035661165733090624,1.0,0.0055518549343105406
legacy-pure-noise,44,2.9907455590952825e-05,16.21610736846924,5.497290134429932,12.073739051818848,24.230891227722168,23.062509059906006,18988.119140625,True,0.00030096629390140447,1.0,0.008023262307688128
legacy-pure-noise,45,2.990048510514454e-05,15.861170709133148,7.427063465118408,9.79191517829895,28.256356239318848,17.969347953796387,176135.453125,True,0.0003624191676428229,1.0,0.005245208885753527
legacy-pure-noise,46,2.9893262863697524e-05,16.38375437259674,5.623030662536621,12.938965320587158,23.071972846984863,23.90104866027832,30959.859375,True,0.00041233721841713137,1.0,0.0047568879526806995
legacy-pure-noise,47,2.9885789050263383e-05,16.01905530691147,8.751405477523804,12.395892143249512,23.465378761291504,19.463544845581055,10393.9033203125,True,0.00040669533653791537,1.0,0.007227063484606333
legacy-pure-noise,48,2.987806385489085e-05,14.701651513576508,5.316291570663452,10.536731719970703,28.125404357910156,14.828178405761719,33439.48046875,True,0.00047833656413938234,1.0,0.008213440974941477
legacy-pure-noise,49,2.9870087474020964e-05,16.323635816574097,7.065108299255371,10.385502815246582,28.739744186401367,19.104187965393066,52112.625,True,0.0005307444496507836,1.0,0.008905768474505749
legacy-pure-noise,50,2.9861860110482048e-05,17.188387513160706,8.64734411239624,12.553483009338379,31.67769432067871,15.875028610229492,2871.85595703125,True,0.0005029158326484325,1.0,0.006307045834546443
legacy-pure-noise,51,2.9853381973484574e-05,16.72488510608673,9.738093376159668,11.651063442230225,27.791617393493652,17.71876621246338,16818.775390625,True,0.0005478612227387313,1.0,0.005818565827212296
legacy-pure-noise,52,2.9844653278615835e-05,16.548492670059204,5.985603332519531,9.980605125427246,29.128771781921387,21.098990440368652,539728.4375,True,0.0004943620060220359,1.0,0.005434910533949733
legacy-pure-noise,53,2.9835674247834466e-05,16.604150891304016,7.948881149291992,12.302103519439697,27.535388946533203,18.630229949951172,196351.703125,True,0.0003839777505395298,1.0,0.004860440923948772
legacy-pure-noise,54,2.9826445109464805e-05,15.578633725643158,6.094723463058472,10.125072956085205,28.775575637817383,17.319162845611572,69503.0546875,True,0.0003707546414224291,1.0,0.006483992088760715
legacy-pure-noise,55,2.9816966098191057e-05,17.45534110069275,9.707008361816406,13.401052474975586,24.218494415283203,22.4948091506958,142948.859375,True,0.00036565828999369923,1.0,0.007509271439630538
legacy-pure-noise,56,2.9807237455051384e-05,18.36890995502472,5.11614990234375,14.770843029022217,33.343849182128906,20.244797706604004,85266.3671875,True,0.00044951201395891015,1.0,0.00570686673745513
legacy-pure-noise,57,2.9797259427431705e-05,14.870203256607056,5.70504903793335,10.000073432922363,30.076909065246582,13.698781490325928,58814.4140625,True,0.0005146670368242854,1.0,0.007330656277190428
legacy-pure-noise,58,2.978703226905946e-05,16.661495566368103,9.101409435272217,10.114673614501953,25.87777805328369,21.55212116241455,78180.59375,True,0.0005045894874829151,1.0,0.00794835906708613
legacy-pure-noise,59,2.9776556239997145e-05,13.894124150276184,8.408560752868652,10.333376407623291,25.20275115966797,11.631808280944824,67651.1640625,True,0.0005593459556076998,1.0,0.008758942371059675
legacy-pure-noise,60,2.9765831606635676e-05,13.88437968492508,8.225302457809448,11.818120002746582,20.60843563079834,14.885660648345947,29262.03125,True,0.0004987232191170653,1.0,0.00856900223880075
legacy-pure-noise,61,2.975485864168765e-05,14.706842541694641,5.698721885681152,12.140634059906006,23.38930606842041,17.598708152770996,22255.1015625,True,0.000489262096499146,1.0,0.005999883243930526
legacy-pure-noise,62,2.974363762418038e-05,16.613068342208862,5.150367259979248,14.333342552185059,31.77103614807129,15.197527408599854,61806.25,True,0.0005192708519372771,1.0,0.006314198501058854
legacy-pure-noise,63,2.973216883944881e-05,15.666305124759674,7.492789268493652,9.042107820510864,26.84903907775879,19.28128433227539,4424.54931640625,True,0.00041630429227695653,1.0,0.007355491536145564
legacy-pure-noise,64,2.972045257912828e-05,14.155582189559937,7.057218074798584,12.130232334136963,23.58047580718994,13.854402542114258,779189.125,True,0.0005080781289719293,1.0,0.00622971879056422
legacy-pure-noise,65,2.9708489141147082e-05,16.166717886924744,8.199078559875488,12.062531471252441,26.628814697265625,17.77644681930542,20859.5078125,True,0.0004188812050843597,1.0,0.007550319249276072
legacy-pure-noise,66,2.9696278829718878e-05,16.383440852165222,8.205146312713623,10.187554359436035,26.6879301071167,20.45313262939453,15087.3876953125,True,0.0004162391065417128,1.0,0.004489700077101588
legacy-pure-noise,67,2.9683821955335006e-05,16.918282508850098,11.26270580291748,12.984386444091797,27.600797653198242,15.825240135192871,11687.4111328125,True,0.0005563476768194641,1.0,0.006825566590123344
legacy-pure-noise,68,2.9671118834756543e-05,18.308244466781616,6.3144612312316895,13.661464214324951,32.6268367767334,20.630215644836426,7817.33984375,True,0.0006009957125046662,1.0,0.007740378663584124
legacy-pure-noise,69,2.9658169791006273e-05,15.694016933441162,7.455528736114502,12.088731288909912,25.77345561981201,17.458352088928223,3519105.25,True,0.000704092559405918,1.0,0.00670456895022653
legacy-pure-noise,70,2.964497515336046e-05,15.739904165267944,6.139729022979736,13.119829654693604,27.121901512145996,16.57815647125244,1415100.875,True,0.000531521352736019,1.0,0.00743607705226168
legacy-pure-noise,71,2.9631535257340486e-05,15.662334561347961,5.943789482116699,12.260422706604004,27.516643524169922,16.92848253250122,91598.8828125,True,0.0006511433146572023,1.0,0.004929741451633163
legacy-pure-noise,72,2.9617850444704315e-05,17.320500135421753,8.806534767150879,13.333341598510742,32.688645362854004,14.453478813171387,441880.40625,True,0.000640661013638622,1.0,0.006551067337568384
legacy-pure-noise,73,2.9603921063437794e-05,16.371883749961853,10.212968349456787,9.343859672546387,28.341758728027344,17.588948249816895,37112.69921875,True,0.0006251391384137196,1.0,0.00516704743495211
legacy-pure-noise,74,2.9589747467745818e-05,16.460965991020203,9.027058124542236,12.229191780090332,27.280303955078125,17.307310104370117,185179.84375,True,0.00048029280430343836,1.0,0.006869952179840766
legacy-pure-noise,75,2.9575330018043316e-05,15.486900329589844,5.017654895782471,14.104176998138428,25.871241569519043,16.954527854919434,81581.578125,True,0.0004991160156670602,1.0,0.004384398584079463
legacy-pure-noise,76,2.9560669080946092e-05,13.861856698989868,7.969826698303223,10.239681720733643,24.75172233581543,12.486196041107178,34853.9296875,True,0.0005486570828027153,1.0,0.005284786282572895
legacy-pure-noise,77,2.9545765029261487e-05,15.308966517448425,6.657331943511963,12.402271270751953,24.49297046661377,17.683292388916016,20135.423828125,True,0.0005290700882365343,1.0,0.00403734060091665
legacy-pure-noise,78,2.9530618241978923e-05,15.395684123039246,6.0963873863220215,10.834124565124512,26.38430881500244,18.267915725708008,35982.33984375,True,0.0004513068369946235,1.0,0.006139596451248508
legacy-pure-noise,79,2.9515229104260233e-05,15.98148775100708,5.2807536125183105,11.745134830474854,25.123905181884766,21.77615737915039,1855233.625,True,0.00044242174835273533,1.0,0.008120696256810334
legacy-pure-noise,80,2.9499598007429908e-05,16.908887147903442,9.338042259216309,12.489594459533691,26.27141761779785,19.536494255065918,19304.25390625,True,0.0003995828270121355,1.0,0.00535321251663845
legacy-pure-noise,81,2.948372534896511e-05,16.895214319229126,8.729525566101074,13.020842552185059,27.533571243286133,18.29691791534424,31547.001953125,True,0.0004807063275177163,1.0,0.006326596150756814
legacy-pure-noise,82,2.9467611532485588e-05,17.148632526397705,7.375936985015869,11.197969913482666,31.29585838317871,18.724764823913574,46732.23046875,True,0.0005179842281052282,1.0,0.005345980491256341
legacy-pure-noise,83,2.945125696774339e-05,16.95542448759079,6.866522550582886,10.23735523223877,31.468250274658203,19.2495698928833,238823.921875,True,0.0004521428153961531,1.0,0.007395307329716161
legacy-pure-noise,84,2.9434662070612482e-05,14.741212964057922,8.84413480758667,9.375380516052246,24.255717277526855,16.489619255065918,60745.3359375,True,0.00045151709608972273,1.0,0.0045287212924449705
legacy-pure-noise,85,2.9417827263078142e-05,14.537139534950256,8.74356985092163,11.088581562042236,22.972580909729004,15.343825817108154,131579.40625,True,0.0004671461168132611,1.0,0.006086548251914792
legacy-pure-noise,86,2.940075297322622e-05,17.858731627464294,8.209800720214844,11.21364164352417,35.15707778930664,16.854406356811523,14971.33203125,True,0.0005322401923345242,1.0,0.005253911112959031
legacy-pure-noise,87,2.938343963523229e-05,16.018343687057495,11.724674224853516,10.394718170166016,29.640573501586914,12.313408851623535,13922.48828125,True,0.0005319455546914922,1.0,0.004757801769301295
legacy-pure-noise,88,2.9365887689350595e-05,14.887125253677368,7.195106506347656,10.812572479248047,25.387953758239746,16.152868270874023,162792.25,True,0.000553185817599421,1.0,0.007911523411166854
legacy-pure-noise,89,2.9348097581902822e-05,16.571638107299805,9.331893920898438,10.375064849853516,26.928525924682617,19.65106773376465,67128.1875,True,0.00067198852145679,1.0,0.0072036586352624
legacy-pure-noise,90,2.933006976526679e-05,15.18347942829132,7.716621398925781,12.739609241485596,23.730801582336426,16.54688549041748,18297.73046875,True,0.0007753157830242171,1.0,0.005438407490146346
legacy-pure-noise,91,2.9311804697864947e-05,16.87925362586975,10.362214088439941,11.302122592926025,25.467257499694824,20.385420322418213,8047.7060546875,True,0.0007986107611342117,1.0,0.005319396790582687
legacy-pure-noise,92,2.9293302844152674e-05,16.41678297519684,5.3611159324646,11.921966552734375,30.39966869354248,17.9843807220459,350159.84375,True,0.0007430896146090883,1.0,0.006330450589302927
legacy-pure-noise,93,2.9274564674606523e-05,16.6179319024086,7.375978708267212,10.906298637390137,27.55317211151123,20.63627815246582,63214.6875,True,0.0005811852936085723,1.0,0.006802082221838646
legacy-pure-noise,94,2.9255590665712213e-05,14.324899196624756,7.282463073730469,11.875024318695068,20.480642795562744,17.661466598510742,52795.8125,True,0.0006312524833680626,1.0,0.0073150399621226825
legacy-pure-noise,95,2.923638129995254e-05,15.765495419502258,8.338376522064209,11.843792915344238,24.280290603637695,18.59952163696289,79072.296875,True,0.0006638519672414111,1.0,0.005523363943211734
legacy-pure-noise,96,2.9216937065795103e-05,14.212068676948547,4.540051460266113,10.360398292541504,29.02560806274414,12.922216892242432,74819.9375,True,0.0007580926425456067,1.0,0.004673401657782961
legacy-pure-noise,97,2.919725845767987e-05,17.19927418231964,6.475341796875,14.447921752929688,30.915200233459473,16.958632946014404,235849.453125,True,0.0008323706539895587,1.0,0.005337834445526823
legacy-pure-noise,98,2.9177345976006628e-05,15.484359622001648,7.18864631652832,14.198026657104492,22.987951278686523,17.562814235687256,25371.943359375,True,0.0007520057295120786,1.0,0.005215168101130985
legacy-pure-noise,99,2.9157200127122236e-05,16.062548518180847,10.603523254394531,10.031312465667725,26.391372680664062,17.22398567199707,95050.0859375,True,0.0006043087903323895,1.0,0.008727868567802943
legacy-pure-noise,100,2.913682142330775e-05,17.554840207099915,6.3068718910217285,14.224030494689941,30.875350952148438,18.81310749053955,82405.9375,True,0.0008253861151724746,1.0,0.004764715886267368
legacy-pure-noise,101,2.911621038276542e-05,16.850438594818115,6.56380558013916,13.953153133392334,24.593119144439697,22.29167652130127,69058.078125,True,0.0004982296011492536,1.0,0.00589986662089359
legacy-pure-noise,102,2.909536752960549e-05,15.176214039325714,7.593861103057861,8.007162809371948,28.82255744934082,16.281274795532227,136933.078125,True,0.0003687458886895077,1.0,0.004539807778201066
legacy-pure-noise,103,2.9074293393832876e-05,16.7194864153862,8.60945200920105,11.156333923339844,24.273595809936523,22.838563919067383,86447.75,True,0.0004723614736218182,1.0,0.006069898765417747
legacy-pure-noise,104,2.90529885113337e-05,16.427427768707275,6.668715953826904,13.354240417480469,26.93153953552246,18.755215167999268,33069.81640625,True,0.0005563939650014423,1.0,0.007501085725380108
legacy-pure-noise,105,2.9031453423861642e-05,14.907505750656128,7.269053936004639,10.125056266784668,26.266340255737305,15.9695725440979,2517199.75,True,0.0007300425482159145,1.0,0.0077514252116088755
legacy-pure-noise,106,2.9009688679024187e-05,15.564969420433044,6.8770341873168945,11.771111965179443,28.063207626342773,15.548523902893066,22685.001953125,True,0.0005907521923565747,1.0,0.005159775537322275
legacy-pure-noise,107,2.8987694830268685e-05,16.200400412082672,6.12918758392334,9.083824396133423,29.416706085205078,20.171883583068848,32656.96484375,True,0.00046038964864888456,1.0,0.005165140042663552
legacy-pure-noise,108,2.8965472436868284e-05,14.248308718204498,4.721624135971069,12.088561058044434,23.276476860046387,16.906572818756104,7762.54833984375,True,0.0005333976892958078,1.0,0.006242235678655561
legacy-pure-noise,109,2.894302206390769e-05,16.85508644580841,7.918310165405273,12.80219030380249,27.5358304977417,19.16401481628418,95154.21875,True,0.000605959810032174,1.0,0.0048154594405787066
legacy-pure-noise,110,2.8920344282268846e-05,16.100643634796143,6.403338432312012,12.651053428649902,27.812859535217285,17.53532314300537,5215.38916015625,True,0.0005834482611989682,1.0,0.004755099784233607
legacy-pure-noise,111,2.8897439668616345e-05,16.45226263999939,5.555182933807373,13.385425090789795,27.12879467010498,19.73964786529541,19186.447265625,True,0.0005793393135496088,1.0,0.0048178435827139765
legacy-pure-noise,112,2.8874308805382837e-05,16.677011370658875,7.564957618713379,14.890635013580322,27.32477855682373,16.927674293518066,67203.1796875,True,0.0005341066685529028,1.0,0.005015015667595435
legacy-pure-noise,113,2.8850952280754167e-05,16.07098126411438,7.6236395835876465,13.09378957748413,24.847213745117188,18.719282150268555,12400.015625,True,0.0004878296516860271,1.0,0.005551974194531795
legacy-pure-noise,114,2.8827370688654434e-05,15.917924582958221,8.40335726737976,11.354222297668457,28.429380416870117,15.48473834991455,12697.890625,True,0.0004958179619481552,1.0,0.004983107377483975
legacy-pure-noise,115,2.880356462873091e-05,17.411458373069763,5.92513370513916,13.807299137115479,29.975893020629883,19.93750762939453,15786.3798828125,True,0.0005623016866127435,1.0,0.005109389770950656
legacy-pure-noise,116,2.8779534706338766e-05,15.845881342887878,5.938282489776611,12.895852088928223,28.20561408996582,16.34377670288086,110985.078125,True,0.0005743995529685388,1.0,0.007056514667056035
legacy-pure-noise,117,2.875528153252567e-05,14.117639064788818,6.005879878997803,10.067850589752197,24.361347198486328,16.035478591918945,10362.0751953125,True,0.0006408213644672481,1.0,0.004361788567621261
legacy-pure-noise,118,2.8730805724016292e-05,17.00214910507202,6.7314839363098145,13.119805335998535,27.438554763793945,20.71875238418579,34147.18359375,True,0.0007771406443556186,1.0,0.008449554683465976
legacy-pure-noise,119,2.8706107903196563e-05,12.289298236370087,5.797238349914551,11.750020503997803,23.026268005371094,8.5836660861969,536100.6875,True,0.0009547624935468892,1.0,0.007166266499552876
legacy-pure-noise,120,2.868118869809791e-05,16.051880180835724,8.564821481704712,13.047815322875977,24.118608474731445,18.47627544403076,17473.634765625,True,0.0006982706367677835,1.0,0.005186756570765283
legacy-pure-noise,121,2.8656048742381237e-05,16.23599421977997,7.631850719451904,12.203133583068848,28.818378448486328,16.290614128112793,106055.8984375,True,0.0005026876893634401,1.0,0.006284117858740501
legacy-pure-noise,122,2.863068867532084e-05,14.829190969467163,5.704318523406982,13.427116870880127,24.73738670349121,15.447941780090332,301406.9375,True,0.00047929096299804144,1.0,0.005299171025399119
legacy-pure-noise,123,2.8605109141788138e-05,14.725477874279022,6.8789896965026855,9.047271966934204,26.076026916503906,16.899622917175293,4258.7138671875,True,0.0004698600639932137,1.0,0.005686124335625209
legacy-pure-noise,124,2.857931079223527e-05,16.96860420703888,8.000380992889404,12.755227088928223,28.40525245666504,18.71355628967285,77168.125,True,0.0005783755684295615,1.0,0.006536245484312531
legacy-pure-noise,125,2.8553294282678578e-05,14.23696905374527,5.124523401260376,11.916688919067383,25.156460762023926,14.750203132629395,9737.2666015625,True,0.0006519613290508693,1.0,0.00459893550578272
legacy-pure-noise,126,2.8527060274681913e-05,14.344943583011627,6.993065595626831,9.750217914581299,24.032055854797363,16.604434967041016,18524.267578125,True,0.0007760896394115662,1.0,0.006764968318748288
legacy-pure-noise,127,2.8500609435339794e-05,14.483156204223633,5.449726104736328,11.870001316070557,26.117429733276367,14.49546766281128,17388.34375,True,0.0008074728621161153,1.0,0.004592935409164056
legacy-pure-noise,128,2.847394243726047e-05,16.340433537960052,13.656164169311523,9.044631242752075,24.823737621307373,17.83720111846924,16243.65625,True,0.0008495317003353113,1.0,0.004439910371729638
source-anchored,1,1e-05,21.024068474769592,13.835819244384766,12.473971843719482,33.26043891906738,24.52604389190674,3.175675868988037,False,0.000362263933587929,1.0,0.0
source-anchored,2,1.1333333333333334e-05,21.471657395362854,13.704310417175293,13.442710876464844,34.708351135253906,24.031257152557373,6.633223533630371,False,0.0005616979768447969,1.0,0.0
source-anchored,3,1.2666666666666667e-05,21.593399047851562,11.602118968963623,13.28647232055664,39.36520576477051,22.11979913711548,3.326453924179077,False,0.0005561674790575203,1.0,0.0
source-anchored,4,1.4000000000000001e-05,22.629596829414368,13.455335140228271,15.000006675720215,39.167205810546875,22.89583969116211,2.3275978565216064,False,0.0006263281788039528,1.0,0.0
source-anchored,5,1.5333333333333334e-05,21.660993099212646,13.543868064880371,14.635420799255371,35.324052810668945,23.1406307220459,4.756730079650879,False,0.0006845909009398715,1.0,0.0
source-anchored,6,1.6666666666666667e-05,21.1295382976532,13.408740997314453,15.33333969116211,33.29169464111328,22.48437786102295,2.4007608890533447,False,0.0007086573735410342,1.0,0.0
source-anchored,7,1.8e-05,21.832884907722473,12.819921493530273,14.447919368743896,35.261613845825195,24.802084922790527,2.2954912185668945,False,0.0007053514878459469,1.0,0.0
source-anchored,8,1.9333333333333333e-05,21.576157331466675,13.24112606048584,12.536474227905273,34.99056434631348,25.53646469116211,6.132127285003662,False,0.0008076422949618492,1.0,0.0
source-anchored,9,2.0666666666666666e-05,22.180079460144043,13.215080261230469,13.125013828277588,38.2187614440918,24.16146230697632,1.970431923866272,False,0.000765812217434648,1.0,0.0
source-anchored,10,2.2e-05,20.817035794258118,13.377482414245605,12.557305812835693,34.34376335144043,22.989591598510742,3.3793411254882812,False,0.0009105918154125666,1.0,0.0
source-anchored,11,2.3333333333333332e-05,20.86784839630127,13.147570610046387,11.989596843719482,35.19880199432373,23.13542413711548,5.813011169433594,False,0.0007521255699265226,1.0,0.0
source-anchored,12,2.4666666666666665e-05,22.034563541412354,13.50281047821045,13.619793891906738,36.90626907348633,24.1093807220459,4.024408340454102,False,0.0007768312316167215,1.0,0.0
source-anchored,13,2.6000000000000002e-05,20.896050930023193,12.188338279724121,13.177085876464844,33.31252670288086,24.90625286102295,3.82480525970459,False,0.0007999655802268857,1.0,0.0
source-anchored,14,2.733333333333333e-05,21.434037804603577,12.668410778045654,15.15104866027832,34.31251907348633,23.604172706604004,6.619522571563721,False,0.0009679144043350497,1.0,0.0
source-anchored,15,2.8666666666666668e-05,21.54377520084381,11.763614177703857,14.473960876464844,34.41668510437012,25.520840644836426,18.972766876220703,True,0.0010751524758411033,1.0,0.0
source-anchored,16,2.9999999999999997e-05,22.753117561340332,13.261778831481934,13.197928428649902,39.03192329406738,25.52083969116211,1.7769619226455688,False,0.001111580934896106,1.0,0.0
source-anchored,17,2.9999999999999997e-05,21.521325707435608,13.731119155883789,13.692712306976318,34.447927474975586,24.21354389190674,1.634891390800476,False,0.0010698303338616895,1.0,0.0
source-anchored,18,2.9999872856917585e-05,20.600288569927216,11.307379007339478,14.406252384185791,34.583351135253906,22.104171752929688,2.821608066558838,False,0.0011288770539475798,1.0,0.0
