split,targets,target_pass_count,required_target_pass_count,m0_accuracy,m0_ce,normal_accuracy,normal_ce,reset_accuracy,reset_ce,donor_accuracy,donor_ce,base_accuracy,base_ce,normal_relative_ce_vs_donor,normal_relative_ce_vs_base,normal_accuracy_delta_vs_donor,normal_accuracy_delta_vs_base
train_audit,36,14,36,0.0,23.94902253482077,1.0,0.024402021500362834,0.0,23.94902253482077,0.4930555555555556,1.7029933980658016,0.5,1.139950920517246,-0.985671100353015,-0.9785937963984532,0.5069444444444444,0.5
dev_select,24,1,24,0.0,25.00755041340987,0.19791666666666666,2.910538882625891,0.0,25.00755041340987,0.3958333333333333,2.334982911166056,0.2916666666666667,1.3533110652739804,0.24649258403883167,1.1506798823348472,-0.19791666666666666,-0.09375000000000003
dev_replay,24,5,24,0.0,24.358342245221138,0.4270833333333333,2.0826692689734045,0.0,24.358342245221138,0.2916666666666667,3.1171676820279877,0.2916666666666667,1.3679710555200775,-0.33187127500999636,0.5224512686649001,0.13541666666666663,0.13541666666666663
dev_final,24,6,24,0.0,24.963118771711986,0.4479166666666667,2.2645894160765843,0.0,24.963118771711986,0.28125,3.2252000921289437,0.21875,1.3982959028022985,-0.2978452959854232,0.6195351867499312,0.16666666666666669,0.22916666666666669
