optimizer_step,epoch_zero,learning_rate,ce_mean,objective_mean,residual_penalty_mean,coefficient_penalty_mean,residual_coefficient_norm_mean,residual_rms_mean,image_saturation_fraction_mean,mean_residual_coefficient_max_abs,mean_residual_delta_max_abs,gradient_norm,gradient_nonzero_fraction,basis_parameter_norm,gradient_clipped,ce_moving_mean_16_optimizer_steps
24,0,0.001,0.909488134086132,0.909488134086132,0.0,1.055974441221963e-08,0.07030208133823115,0.06334886327385902,0.09137360254923502,2.2248261899449062e-08,9.139681367287267e-08,5.130863835071786,0.9964848415903532,25.730618889376668,False,1.174067892599851
25,0,0.001,1.3678408339619637,1.3678408339619637,0.0,9.053874761022485e-09,0.0648405648508593,0.07468909956514835,0.08386739095052083,1.9868215517249155e-08,1.1190645921033138e-07,5.323242271691172,0.9964165860872533,25.817404403821104,False,1.1918561244383454
26,0,0.001,1.5321200788021088,1.5321200788021088,0.0,8.448628185941942e-09,0.05898101206971528,0.03793259058147669,0.10878634452819824,3.8494665233201886e-08,1.0835869801439912e-07,6.4927569034019355,0.9963824583357033,25.904691360395137,False,1.213802912272513
27,0,0.001,1.5546985417604446,1.5546985417604446,0.0,1.5637659611655863e-08,0.08157899794230757,0.055510129779577255,0.10193697611490884,2.8560558362755728e-08,8.612595081558538e-08,12.46549259359854,0.9963255787497867,25.996313613310207,False,1.2519212597981095
28,0,0.001,1.123409777879715,1.1234097927808762,0.0,1.2849759256639004e-08,0.07298786385108391,0.04557808768004179,0.10845947265625,2.5249189405940342e-08,5.707531158805068e-08,2.9152927710424423,0.99630282691542,26.089471719073423,False,1.2340483712032437
29,0,0.001,1.3668907918035984,1.3668907955288887,0.0,6.978225663978321e-09,0.052183969292828515,0.027844143100082874,0.10475897789001465,3.414849558680544e-08,1.5008755838152865e-07,2.9128683936906428,0.9962231954951368,26.183599855708387,False,1.2414187316317111
30,0,0.001,0.8096659034490585,0.8096659034490585,0.0,4.688199078950461e-09,0.0417594202089479,0.024126128060743213,0.10445968310038248,2.4835268064293814e-08,5.296356064832253e-08,4.864112428426391,0.9962004436607701,26.277065946390266,False,1.1955666712019593
31,0,0.001,1.6353209167718887,1.6353209167718887,0.0,2.3752716737934776e-09,0.031543148066324814,0.019570920383557677,0.10097591082255045,2.3386544256709385e-08,8.752039093451458e-08,3.3650745899536334,0.9961663159092202,26.369473355450566,False,1.2361643754411489
32,0,0.001,0.7968341931700706,0.796834196895361,0.0,3.9873279504554215e-09,0.03454601550687323,0.018156089121475816,0.10196916262308756,4.9463576345942784e-08,8.882717850156041e-08,3.4327300343908416,0.9961549399920369,26.45836392519444,False,1.228020621696487
33,0,0.001,1.1125417798757553,1.1125417798757553,0.0,9.743111942239757e-09,0.059438425114774665,0.03261375846341252,0.10357602437337239,2.4421348499004125e-08,8.304838416961502e-08,6.132112356447621,0.9961208122404869,26.54381570749152,False,1.243063944624737
34,0,0.001,1.1333022266626358,1.1333022266626358,0.0,3.3386446385286206e-09,0.03971156517234379,0.027151881717145443,0.10429239273071289,4.035731038243284e-08,1.0956205898082771e-07,2.661039835814807,0.9960866844889369,26.628302011980157,False,1.2454201395157725
35,0,0.001,1.2689748406410217,1.2689748406410217,0.0,3.0263063721669425e-09,0.0370470070612755,0.02468401240184903,0.10780890782674153,4.6980051848777293e-08,1.1511451702972408e-07,3.125203112950811,0.9960639326545703,26.710337938320727,False,1.2432377317454666
36,0,0.001,1.0535334944725037,1.0535334944725037,0.0,2.480747357536117e-09,0.033655519924601945,0.027762193465605378,0.10066167513529459,3.373457246880207e-08,1.405163629897288e-07,4.904943967269068,0.9960411808202037,26.790241510445444,False,1.2222668442409486
37,1,0.001,0.918272040784359,0.918272040784359,0.0,6.104201769052686e-09,0.04923095331875932,0.041349168168380857,0.11272152264912923,3.870162856856041e-08,1.5367336914096086e-07,3.3284860881514615,0.9960298049030203,26.86758684754138,False,1.1749112617690116
38,1,0.001,1.4023690074682236,1.4023690074682236,0.0,4.2783672715707155e-09,0.04438325729561224,0.03197632683441043,0.10836402575174967,2.8974479704402256e-08,4.269203301987545e-08,5.951991380143185,0.995984301234287,26.94307751814427,False,1.208250916795805
39,1,0.001,0.9156525135040283,0.9156525135040283,0.0,5.063316627085257e-09,0.04298686193299006,0.034601439256221056,0.10082324345906575,2.773271745581951e-08,8.867309730931083e-08,1.6084662533521181,0.9959729253171037,27.01586657216219,False,1.1813071921933442
40,1,0.001,0.814048558473587,0.814048558473587,0.0,2.6386203499928484e-09,0.03466797199907737,0.023925721179693937,0.10439499219258626,1.7022507847741508e-08,3.41492558675327e-08,2.3178697715307988,0.9959729253171037,27.086101493657072,False,1.1753422187175602
41,1,0.001,1.2302022576332092,1.2302022576332092,0.0,6.4016868472904775e-09,0.05377716694790227,0.04512840649113059,0.10650134086608887,2.5042229623295498e-08,1.4815093152265035e-07,3.4364958488069526,0.9959615493999203,27.153514653083608,False,1.166739807697013
42,1,0.001,0.9305407106876373,0.9305407106876373,0.0,3.2856694587302115e-09,0.03932606144161884,0.031453659757971764,0.09995730717976888,3.156148764560385e-08,5.5573501356320776e-08,2.740034477768032,0.9959615493999203,27.220591324393048,False,1.1291410971898586
43,1,0.001,0.9613186717033386,0.9613186717033386,0.0,6.48716658169235e-09,0.04917920520389644,0.04072309681214392,0.09604509671529134,1.759164902637167e-08,7.757257947105245e-08,3.9426089280368335,0.9959387975655537,27.28664706423168,False,1.0920548553112894
44,1,0.001,0.9767539463937283,0.9767539463937283,0.0,8.568503351291668e-09,0.06074084182286832,0.04943542508408427,0.10024205843607584,3.663202008397093e-08,1.0886076040605985e-07,3.137308184753841,0.9959387975655537,27.350576789191905,False,1.0828888658434153
45,1,0.001,0.7679437808692455,0.7679437808692455,0.0,5.548502657326537e-09,0.05022906855985611,0.037053702399134636,0.10799980163574219,3.259629011154175e-08,1.0801542771332606e-07,1.135076077730432,0.9959274216483704,27.414084617130452,False,1.0454546776600182
46,1,0.001,0.9352187663316727,0.9352187663316727,0.0,2.883733252190268e-09,0.036806231003335396,0.019764525583013892,0.10637140274047852,2.317958447406454e-08,7.823845749044267e-08,1.9917293669749516,0.9959274216483704,27.476876727335632,False,1.0533017315901816
47,1,0.001,1.3662639111280441,1.3662639111280441,0.0,5.389374002628955e-09,0.048437430255783176,0.031374950427562,0.10353811581929524,4.615220916548424e-08,1.4118374735971884e-07,4.551968638048617,0.9959274216483704,27.537342426708552,False,1.0364856687374413
48,1,0.001,1.2640927284955978,1.2640927284955978,0.0,3.5040919332818277e-09,0.038913541008362834,0.026065428275614977,0.10369515419006348,4.3979120789572335e-08,6.434609645111777e-08,4.891404217753072,0.9959274216483704,27.598114955969756,False,1.0656893271952868
49,1,0.001,1.1189633011817932,1.1189633011817932,0.0,6.416128295327894e-09,0.05343277721217612,0.035611147060990334,0.10403068860371907,1.955777406692505e-08,6.520289730360673e-08,2.7182338188494097,0.9959274216483704,27.657612612551066,False,1.0660906722769141
50,1,0.001,1.030131433159113,1.030131433159113,0.0,3.848720536714367e-09,0.03922540159359971,0.026340624317526817,0.10145481427510579,3.4976338270098495e-08,1.0904317804261154e-07,5.881897283734584,0.9959046698140037,27.716838119809932,False,1.059642497682944
51,1,0.001,0.8667725473642349,0.8667725473642349,0.0,2.4428938039111614e-09,0.032859688148620905,0.02016536984592676,0.10561442375183105,4.0460793826468944e-08,5.7612787429661694e-08,3.595424191231139,0.9959046698140037,27.77742906360616,False,1.0345048543531448
52,1,0.001,1.3381630890071392,1.3381630927324295,0.0,8.508692000974705e-09,0.058465168247228055,0.03844013880006969,0.09826779365539551,3.104408463627806e-08,8.951691654601746e-08,4.844167649266386,0.9958932938968205,27.838732061030914,False,1.0522942040115595
53,1,0.001,0.7994540631771088,0.7994540631771088,0.0,2.6821658782871793e-09,0.03370133952425308,0.022251092363148928,0.10389145215352376,2.9595362605050468e-08,8.388273187165396e-08,2.046040661266407,0.9958932938968205,27.8996955647624,False,1.0448680804111063
54,1,0.001,1.1063988506793976,1.1063988506793976,0.0,2.742766069818714e-09,0.03545490763102542,0.022732576355338097,0.1034550666809082,3.311369312086754e-08,1.096023822810821e-07,5.426453660834202,0.9958819179796371,27.960766078500924,False,1.0263699456118047
55,1,0.001,0.6254146993160248,0.6254146993160248,0.0,3.7367186428438615e-09,0.03781637268185849,0.02429780922830105,0.10562054316202799,2.773271745581951e-08,8.193132572387185e-08,8.863937606539338,0.9958705420624537,28.019485474050423,False,1.0082300822250545
56,1,0.001,1.7993598356842995,1.7993598356842995,0.0,2.5668022984870476e-09,0.034413457852788,0.020679038483649492,0.10277994473775227,2.814663879746604e-08,7.270784863067092e-08,6.338715408567485,0.9958705420624537,28.075696268919,False,1.069812037050724
57,1,0.001,1.336319774389267,1.336319774389267,0.0,3.800211395565967e-09,0.041362587462976004,0.027694880263879895,0.10384504000345865,3.828770545055704e-08,8.862995315439548e-08,3.7162490877508256,0.9958705420624537,28.13112359388972,False,1.0764443818479776
58,1,0.001,0.7452890127897263,0.7452890127897263,0.0,3.2838273766877535e-09,0.0371510961134207,0.024596687871962786,0.10344123840332031,4.325476155031538e-08,8.598165379680722e-08,1.7428167156308763,0.9958819179796371,28.184421355571946,False,1.0648661507293582
59,1,0.001,0.9405341744422913,0.9405341744422913,0.0,1.9248601046406577e-09,0.029205906408281215,0.020136144943535328,0.10557524363199869,3.7045943201974296e-08,7.68501138281863e-08,2.84748811303306,0.9958705420624537,28.237144284745604,False,1.0635671196505427
60,1,0.001,1.2943554669618607,1.2943554669618607,0.0,2.9274026536185715e-09,0.036779198498248226,0.02992039592936635,0.10727167129516602,6.001856434068031e-08,1.0432981412122899e-07,4.048788703692306,0.9958591661452705,28.288116934910693,False,1.083417214686051
61,1,0.001,1.261703908443451,1.261703908443451,0.0,3.13467279910995e-09,0.036387281888511536,0.028073725872673094,0.1047691504160563,2.317958447406454e-08,1.4365519973580376e-07,2.044926164324499,0.9958591661452705,28.33703987124933,False,1.1142772226594388
62,1,0.001,0.9957213848829269,0.9957213848829269,0.0,1.6298579569307137e-09,0.026897893231688244,0.02120343828573823,0.10262934366861978,3.063016507098837e-08,8.731606015999205e-08,1.3775470568486285,0.9958477902280871,28.383908344803974,False,1.1180586363188922
63,1,0.001,1.0168860107660294,1.0168860107660294,0.0,2.5963726585365166e-09,0.03200144108187064,0.030321443220600486,0.10408790906270345,2.0903017983187056e-08,4.7514305379081634e-08,3.031515400001687,0.9958477902280871,28.430124363488282,False,1.0962225175462663
64,1,0.001,1.816764086484909,1.816764086484909,0.0,3.1498681996033895e-09,0.03572258610111974,0.031018646201118827,0.09700250625610352,4.170255607505169e-08,7.892914766216563e-08,5.917617459656032,0.9958477902280871,28.47658992446344,False,1.1307644774205983
65,1,0.001,1.349609613418579,1.3496096171438694,0.0,5.374379392908413e-09,0.04273522004130836,0.033741211984306574,0.10060850779215494,4.273735854098959e-08,1.1104573616194102e-07,4.121544173274949,0.9958477902280871,28.523443906379754,False,1.1451798719353974
66,1,0.001,1.0323451161384583,1.0323451161384583,0.0,1.4953502117109885e-09,0.024664543944345422,0.019474966451525688,0.10360209147135416,3.580418095339155e-08,1.172273726979256e-07,3.7672452264729057,0.9958364143109039,28.569309555632216,False,1.1453182271216065
67,1,0.001,1.054662048816681,1.054662048816681,0.0,2.2320580800316847e-09,0.03127612578734834,0.021844136528670788,0.10063997904459634,2.60770320892334e-08,5.98556582076526e-08,4.094044551597844,0.9958364143109039,28.61477934676952,False,1.1570613209623843
68,1,0.001,1.6151656210422516,1.6151656210422516,0.0,2.516839847643837e-09,0.03448072071880992,0.028909662272781134,0.10441509882609049,3.5390257835388184e-08,8.097287462760505e-08,8.603067989212809,0.9958364143109039,28.65772207984298,False,1.1743739792145789
69,1,0.001,1.1598206758499146,1.1598206758499146,0.0,1.1853592864208284e-09,0.02198588156888779,0.017233108985237777,0.10522905985514322,3.8391185341879464e-08,1.3597662018582923e-07,2.3113970726511965,0.9958477902280871,28.69981332869469,False,1.1968968925066292
70,1,0.001,0.9189311563968658,0.9189311563968658,0.0,1.874389726763681e-09,0.02908477505087867,0.027059055166319013,0.10316292444864908,5.277494707911501e-08,7.038966032268945e-08,2.2133050463016475,0.9958477902280871,28.740572520504877,False,1.185180161613971
71,1,0.001,1.2056085169315338,1.2056085169315338,0.0,3.3338618463107927e-09,0.03619985531379194,0.0366188979241997,0.10882043838500977,2.9388401046048784e-08,1.023518763076936e-07,2.7199217104662137,0.9958475532298124,28.78130351574158,False,1.2214422752149403
72,1,0.001,0.9585269466042519,0.9585269466042519,0.0,2.6718158796512625e-09,0.03566084803809054,0.03170977858826518,0.10911385218302408,6.374385463914223e-08,2.2298036128631793e-07,3.1884479762217777,0.9958477902280871,28.820867947486,False,1.1688902196474373
73,2,0.001,1.3594387769699097,1.3594387769699097,0.0,2.0801305261608505e-09,0.030192956056806976,0.03296943800523877,0.10081990559895833,3.787378588526735e-08,2.2758064233130426e-07,6.404860419622372,0.9958364143109039,28.860750746870487,False,1.1703351573087275
74,2,0.001,1.0378903076052666,1.0378903076052666,0.0,2.339749852198203e-09,0.029617130884279017,0.027728713816031814,0.10123785336812337,3.5390257835388184e-08,6.246560957379188e-08,5.176236978818388,0.9958250383937205,28.89774836796284,False,1.1886227382346988
75,2,0.001,1.1508843135088682,1.1508843135088682,0.0,3.737421649940842e-09,0.040035422086309246,0.04146664310246706,0.10267496109008789,7.14013950187109e-08,9.144952173301135e-08,3.147050964868641,0.9958136624765371,28.934791770617657,False,1.2017696219263598
76,2,0.001,0.919719323515892,0.919719323515892,0.0,1.0686821289018766e-09,0.022301192492198967,0.021318525774404407,0.1063845952351888,4.573828604748087e-08,1.0188747268102816e-07,3.3648877219758737,0.9958136624765371,28.970391307369304,False,1.1783548629609868
77,2,0.001,0.7816371321678162,0.7816371321678162,0.0,1.7648625616484281e-09,0.02867051762425913,0.028102477779611945,0.10899623235066731,4.0564273717791366e-08,7.8447413898175e-08,2.1635122603584196,0.9958250383937205,29.004770334078394,False,1.1483506894437596
78,2,0.001,0.9621175229549408,0.9621175229549408,0.0,3.4178898877801345e-09,0.0384283295052013,0.03346213884651661,0.09937262535095215,4.366868111560507e-08,9.022409130921005e-08,7.458270698006726,0.9958250383937205,29.039315967463466,False,1.1462504480732605
79,2,0.001,0.9615520387887955,0.9615520387887955,0.0,2.0275101320077482e-09,0.031037314503017388,0.026676685083657503,0.0988940397898356,3.4458935260772705e-08,8.053594058310409e-08,3.3382835404447575,0.9958250383937205,29.073313516345884,False,1.1427920748246834
80,2,0.001,0.8833135217428207,0.8833135217428207,0.0,3.9721234079692636e-09,0.04026230952527696,0.03855238575488329,0.10437957445780435,2.1937820449124956e-08,5.8357063181802005e-08,4.019737705098395,0.9958250383937205,29.10727065982095,False,1.0844514145283028
81,2,0.001,0.7563531324267387,0.7563531324267387,0.0,3.016014687995394e-09,0.03609634792687924,0.03389592096209526,0.10541288057963052,4.325476155031538e-08,6.617892012172888e-08,1.4317337540007902,0.9958250383937205,29.140209062529905,False,1.0473728844663128
82,2,0.001,0.8590219616889954,0.8590219616889954,0.0,3.284341465459306e-09,0.03642264005833958,0.033502381993457675,0.10157394409179688,2.4421348499004125e-08,7.990480099806518e-08,1.8066395704442368,0.9958364143109039,29.172299225379998,False,1.0365401873132214
83,2,0.001,1.0787555873394012,1.0787555873394012,0.0,3.3253509390540614e-09,0.038680070729242906,0.036045283544808626,0.1028141180674235,2.5456150964942026e-08,8.727769795768836e-08,2.856428392835892,0.9958364143109039,29.20265669581542,False,1.0380460334708914
84,2,0.001,0.9349034577608109,0.9349034577608109,0.0,2.6870795588607166e-09,0.03538551027855288,0.03267929144203663,0.10357054074605306,4.325476155031538e-08,1.8763971354474052e-07,2.7822927488968916,0.9958361773126292,29.233501358877028,False,0.9955296482658014
85,2,0.001,0.835384763777256,0.835384763777256,0.0,3.1275473044711788e-09,0.037881545346219375,0.0405050590634346,0.09645756085713704,3.130278614094095e-08,8.772418169655793e-08,3.4782068943681073,0.9958364143109039,29.264439798916932,False,0.9752524037612602
86,2,0.001,1.5121874809265137,1.5121874809265137,0.0,3.032721518358983e-09,0.03704574736754092,0.03209258965216577,0.10755745569864908,2.60770320892334e-08,9.072395812381728e-08,4.173104451260659,0.9958364143109039,29.296580499645525,False,1.0123309240443632
87,2,0.001,1.6507196128368378,1.6507196128368378,0.0,8.597509204566478e-09,0.05939416495217886,0.05914114275947213,0.10771489143371582,3.176844742824869e-08,1.4981843321493216e-07,5.078531968946579,0.9958364143109039,29.33092747487501,False,1.0401503675384447
88,2,0.001,0.8287973403930664,0.8287973403930664,0.0,2.681223354450424e-09,0.03420941504123737,0.028792410856112838,0.10509777069091797,2.71118345551713e-08,5.8635652777638825e-08,5.70327727275514,0.9958250383937205,29.36514780127906,False,1.0320422671502456
89,2,0.001,1.3430765867233276,1.3430765867233276,0.0,3.425367878229224e-09,0.036488094816093934,0.034534191247075796,0.11054563522338867,3.0423205288343524e-08,7.931704715247179e-08,3.225333726471561,0.9958250383937205,29.399129302160574,False,1.0310196302598342
90,2,0.001,1.2160055562853813,1.2160055562853813,0.0,5.411331438498479e-09,0.04991385372232016,0.04330792464315891,0.10409402847290039,2.7525755896817827e-08,1.4107007473285194e-07,4.579905312503669,0.9958250383937205,29.431663069769506,False,1.0421518333023414
91,2,0.001,1.0413525849580765,1.0413525849580765,0.0,4.488743987618449e-09,0.042390991080953865,0.04719898384064436,0.10298744837443033,2.5352671073619604e-08,4.999534652938564e-08,3.700484399609156,0.9958364143109039,29.465000556907075,False,1.035306100267917
92,2,0.001,0.9855594485998154,0.9855594485998154,0.0,3.5466179854060087e-09,0.03764786910818447,0.03506789542734623,0.10861635208129883,4.780789097935667e-08,1.5955792775912414e-07,4.871197902367467,0.9958250383937205,29.4974007336516,False,1.0394211080856621
93,2,0.001,0.8056519702076912,0.8056519702076912,0.0,5.710445616369242e-09,0.05088043076040925,0.052107686176896095,0.1037463347117106,3.063016507098837e-08,1.7906651805787988e-07,6.914298406351228,0.9958136624765371,29.5279890491844,False,1.0409220354631543
94,2,0.001,1.0309603661298752,1.0309603661298752,0.0,5.233461015247132e-09,0.045565943119720356,0.04071280546486378,0.09654450416564941,2.814663879746604e-08,1.5431108124630555e-07,3.2907619228307317,0.9958136624765371,29.559636775106704,False,1.0452247131615877
95,2,0.001,1.4570550322532654,1.4570550322532654,0.0,5.41016875743594e-09,0.04980479619369366,0.05033442052081227,0.10500677426656087,4.035731038243284e-08,1.0378324333260025e-07,6.468597005585143,0.9958250383937205,29.593794075209647,False,1.076193650253117
96,2,0.001,1.2694892585277557,1.2694892585277557,0.0,9.123574090663666e-09,0.06220034681513118,0.047578314086422324,0.1021430492401123,5.484455201099081e-08,1.9656100391785003e-07,4.530396578676852,0.9958250383937205,29.629429958950375,False,1.1003296338021755
97,2,0.001,0.8345984369516373,0.8345984369516373,0.0,1.0970771957552472e-08,0.06707575496718686,0.06703936215490103,0.108414093653361,3.973643103449831e-08,9.616634599751706e-08,11.231683368861958,0.9958250383937205,29.674027319509577,False,1.1052199653349817
98,2,0.001,0.8181241005659103,0.8181241005659103,0.0,1.556776973998808e-08,0.08252627311758069,0.07421177253127098,0.10345045725504556,3.683898341932945e-08,1.6364936072932323e-07,4.472148158430229,0.9958136624765371,29.721912077614462,False,1.1026638490147889
99,2,0.001,1.080243594944477,1.080243594944477,0.0,9.81208331252148e-09,0.06630702273193459,0.055950747802853584,0.10320409138997395,2.1316939324833584e-08,7.337905572057934e-08,8.905270905194085,0.9958136624765371,29.77619744275955,False,1.102756849490106
100,2,0.001,0.8561308234930038,0.8561308234930038,0.0,1.1125730156602565e-08,0.06402042338480722,0.05225763050839305,0.10362815856933594,1.8316010041985464e-08,6.11072650258393e-08,4.184614111548466,0.9958136624765371,29.835470259188472,False,1.0978335598483682
101,2,0.001,0.9495674669742584,0.9495674669742584,0.0,4.221153621086771e-09,0.03982004078019631,0.036861634347587824,0.09809088706970215,2.462830828164897e-08,5.746428399788783e-08,2.1151119078146254,0.9958022865593539,29.896653325742903,False,1.1049699787981808
102,2,0.001,1.2363022714853287,1.2363022714853287,0.0,8.546331128900242e-09,0.05736242556680755,0.04349809233099222,0.10521078109741211,3.3941535804160594e-08,1.1286206813565514e-07,4.223958052175122,0.9957909106421705,29.95685140258897,False,1.0877271532081068
103,2,0.001,1.0601081997156143,1.0601081997156143,0.0,3.6729994878914596e-09,0.04062943075431047,0.03685890696942806,0.1087949275970459,3.021624550569868e-08,8.751607083468116e-08,3.104955991666158,0.9957909106421705,30.019218925783658,False,1.0508139398880303
104,2,0.001,0.6598887294530869,0.6598887331783772,0.0,5.356677171275415e-09,0.046086819492279135,0.03181554866023362,0.10369547208150227,1.805731031367941e-08,9.063095518513364e-08,1.6050806531294557,0.9957909106421705,30.08096862973377,False,1.0402571517042816
105,2,0.001,1.760886013507843,1.760886013507843,0.0,4.5280281746329365e-09,0.04460962288581241,0.039206513203680515,0.10576383272806802,3.3527612686157227e-08,8.152971275876553e-08,5.857904190501259,0.9957909106421705,30.144241082072778,False,1.0663702408783138
