step,split,segment_id,residual_coefficient_norm,residual_rms,image_saturation_fraction,basis_norm_min,basis_norm_max,train_mean_residual_coefficient_max_abs,train_mean_residual_delta_max_abs,fixed_base_latent_sha256
576,dev_select,r5-f1-8bbbdbfcc40737c52a64335f,0.20027768201435067,0.17719899117946625,0.1033182144165039,6.805824255895312,9.330974374121984,1.95370787992033e-07,5.747290856561449e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,dev_select,r5-f1-faf86750587c2c0a7b934b3a,0.2820181268945406,0.2629212439060211,0.10790665944417317,6.805824255895312,9.330974374121984,1.95370787992033e-07,5.747290856561449e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,dev_final,r5-f1-865bcf071bbf554889ae9c0a,0.14794256638603295,0.12314246594905853,0.09818331400553384,6.805824255895312,9.330974374121984,1.95370787992033e-07,5.747290856561449e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,dev_final,r5-f1-8b58542b9c45c637d2329648,0.13874092231827562,0.1200021505355835,0.09746901194254556,6.805824255895312,9.330974374121984,1.95370787992033e-07,5.747290856561449e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,dev_final,r5-f1-4eff79979ba1325eadc579a9,0.19092256884763983,0.1673005223274231,0.11011536916097005,6.805824255895312,9.330974374121984,1.95370787992033e-07,5.747290856561449e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
576,dev_final,r5-f1-d1c1440c7881fd865314100d,0.18149017215716545,0.1574096381664276,0.09678872426350911,6.805824255895312,9.330974374121984,1.95370787992033e-07,5.747290856561449e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,train_audit,r5-f1-ee59008270e04ddeb87f5940,0.2860814414149741,0.2563256025314331,0.10854657491048177,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,train_audit,r5-f1-74bd80f2dff32f9fd1ee2f05,0.24211161071606832,0.21941594779491425,0.11310036977132161,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,train_audit,r5-f1-ecf4946e7096b0f851fa9165,0.24720566474176095,0.22370105981826782,0.12101491292317708,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,train_audit,r5-f1-c4577184ceeecd7502540cd3,0.18386486279083836,0.12111964821815491,0.10180473327636719,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,dev_select,r5-f1-e1fb95a44d70110ed3edaaa4,0.3440358220669199,0.3165200650691986,0.10198783874511719,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,dev_select,r5-f1-b7cedb01e540ac07603e9798,0.23144078857006295,0.20685318112373352,0.10877704620361328,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,dev_select,r5-f1-8bbbdbfcc40737c52a64335f,0.23570499708139833,0.21200498938560486,0.10085614522298177,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,dev_select,r5-f1-faf86750587c2c0a7b934b3a,0.4059110848851036,0.362164705991745,0.11137262980143228,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,dev_final,r5-f1-865bcf071bbf554889ae9c0a,0.19392036659630765,0.1794232875108719,0.09487342834472656,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,dev_final,r5-f1-8b58542b9c45c637d2329648,0.16145809475435252,0.13981904089450836,0.09553496042887369,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,dev_final,r5-f1-4eff79979ba1325eadc579a9,0.22379429006840493,0.16987362504005432,0.10428174336751302,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
864,dev_final,r5-f1-d1c1440c7881fd865314100d,0.21965093516877357,0.2023254632949829,0.09424273173014322,7.721071609130918,10.503326751397287,1.523229826716488e-07,3.6846708439952636e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,train_audit,r5-f1-ee59008270e04ddeb87f5940,0.3277817364438766,0.27314409613609314,0.1037610371907552,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,train_audit,r5-f1-74bd80f2dff32f9fd1ee2f05,0.2933301165025432,0.26138851046562195,0.12394396464029947,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,train_audit,r5-f1-ecf4946e7096b0f851fa9165,0.3183943748237763,0.3132205307483673,0.11479409535725911,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,train_audit,r5-f1-c4577184ceeecd7502540cd3,0.30000242819093664,0.25523844361305237,0.11545530954996744,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,dev_select,r5-f1-e1fb95a44d70110ed3edaaa4,0.5017371954580035,0.47810423374176025,0.10486157735188802,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,dev_select,r5-f1-b7cedb01e540ac07603e9798,0.2798976343791252,0.2430703192949295,0.10872936248779297,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,dev_select,r5-f1-8bbbdbfcc40737c52a64335f,0.2958845029185907,0.2506066858768463,0.10405476888020833,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,dev_select,r5-f1-faf86750587c2c0a7b934b3a,0.4372130367801452,0.3556362986564636,0.10946114857991536,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,dev_final,r5-f1-865bcf071bbf554889ae9c0a,0.28745557583386855,0.26264578104019165,0.09969552357991536,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,dev_final,r5-f1-8b58542b9c45c637d2329648,0.15165412367209474,0.13328063488006592,0.095550537109375,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,dev_final,r5-f1-4eff79979ba1325eadc579a9,0.19552334940293875,0.12842363119125366,0.10362815856933594,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
1152,dev_final,r5-f1-d1c1440c7881fd865314100d,0.259238849756936,0.24421076476573944,0.0948801040649414,8.307954478139944,11.100105368469766,1.1589791881760902e-07,3.899865532730473e-07,51fcc191ac3914ebdbfe07a914d95a51c20458de9a4352de999d7cb8c3595fb5
