optimizer_step,mse,rmse,l2_distance,mse_ratio_to_m0,l2_distance_ratio_to_m0,teacher_normalized_rmse,gradient_norm,gradient_nonzero_fraction,x_T_update_norm,elapsed_seconds
1,0.1855299025774002,0.4307318221090708,110.26734645992212,1.0,1.0,0.6579412686366314,0.0077077720207852675,0.999542236328125,12.744963206218689,1.3889232650399208
2,0.17263557016849518,0.4154943683956441,106.36655830928488,0.930499977471148,0.9646242675110077,0.6346661143238737,0.005917095483984802,0.9995269775390625,9.835174733103464,2.3508635414764285
3,0.16053202748298645,0.400664482432604,102.57010750274662,0.8652622852319721,0.930194756613889,0.6120135182456846,0.005146363670061254,0.999481201171875,8.694879391241718,3.3344459300860763
4,0.15105599164962769,0.3886592230343025,99.49676109678144,0.8141867674759838,0.9023229840118138,0.5936755288207236,0.0049788287660651135,0.9995574951171875,7.984111257086865,4.30913345143199
5,0.142947256565094,0.37808366344645733,96.78941784229308,0.7704809552490257,0.8777704456456858,0.5775214005798638,0.004031575850999526,0.999359130859375,7.48036142689066,5.39817600697279
6,0.1355641782283783,0.36819041028845156,94.2567450338436,0.7306864087411624,0.8548019704827327,0.5624094928925014,0.004447719879794425,0.99932861328125,7.129624275056839,6.34268653113395
7,0.12891413271427155,0.3590461428761929,91.91581257630538,0.6948428847500233,0.8335723632355041,0.5484416581676025,0.0042535138887598405,0.999359130859375,6.774904415463282,7.29153557587415
8,0.12331318855285645,0.35115977638798046,89.896902755323,0.6646539821332148,0.8152631367437233,0.5363952624618448,0.0036558757742136895,0.9993743896484375,6.454164667776581,8.24341411050409
9,0.1184961274266243,0.3442326646711847,88.12356215582328,0.6386901829864841,0.799180945084706,0.5258141248792535,0.0037233582493348175,0.9994049072265625,6.184577961150679,9.387571919709444
10,0.11434806883335114,0.33815391293514724,86.5674017113977,0.6163322852263499,0.7850683315650618,0.5165288540363604,0.003979347496660328,0.9992828369140625,5.862679434061055,10.33782197162509
11,0.11033907532691956,0.33217326100533673,85.0363548173662,0.5947239436558632,0.7711834695167313,0.5073934302854372,0.003379092651429345,0.9992828369140625,5.6147884446214364,11.286542618647218
12,0.10716675221920013,0.3273633336511591,83.80501341469673,0.5776252276879832,0.7600165969819233,0.500046284003182,0.003418775484441506,0.9993133544921875,5.345433525228481,12.408055679872632
13,0.10471180081367493,0.32359202835310225,82.83955925839417,0.5643931213190325,0.7512610207637772,0.49428562907857027,0.003144109991910227,0.9993133544921875,5.079392311871932,13.357149071060121
